"X__1"	"ID0"	"Description"	"reaction"	"rxnID"	"reaction_corrected"	"gene"	"ec_uniprot"	"subsystem"	"Reversibility"	"Reversibility_evidences"	"Remark"	"subsystem_standard"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"
224	"Rh225"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"2-Propynal  + NAD(+) + H2O <=> Propynoate  + NADH  + H(+)"	"R02940"	"2-Propynal + NAD + H2O <=> Propynoate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:30879"	"NA"	NA	"MNXR107839"	"2 `H(+)` + 1 `NADH` + 1 `propynoate` = 1 `H2O` + 1 `prop-2-ynal` + 1 `NAD(+)`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM2422@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2716@MNXD1 + 1 MNXM8@MNXD1"	"H2O + NAD(+) + prop-2-ynal => 2 H(+) + NADH + propynoate;2 H(+) + NADH + propynoate => H2O + NAD(+) + prop-2-ynal"
225	"Rh226"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"D-Glucuronolactone  + NAD(+) + 2 H2O <=> D-Glucarate  + NADH  + H(+)"	"R02957"	"D-Glucuronolactone + NAD + 2 H2O <=> D-Glucarate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:30883"	"NA"	NA	"MNXR95753"	"1 `D-glucurono-6,3-lactone` + 2 `H2O` + 1 `NAD(+)` = 3 `H(+)` + 1 `NADH` + 1 `D-glucarate`"	"true"	"1 MNXM17108@MNXD1 + 2 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 3 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM744@MNXD1"	"D-glucurono-3,6-lactone + 2 H2O + NAD(+) => D-glucarate + 3 H(+) + NADH;D-glucarate + 3 H(+) + NADH => D-glucurono-3,6-lactone + 2 H2O + NAD(+)"
226	"Rh227"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"4-Trimethylammoniobutanal  + NAD(+) + H2O <=> 4-Trimethylammoniobutanoate  + NADH  + H(+)"	"R03283"	"4-Trimethylammoniobutanal + NAD + H2O <=> 4-Trimethylammoniobutanoate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:17985"	"NA"	NA	"MNXR108074"	"2 `H(+)` + 1 `NADH` + 1 `4-(trimethylamino)butanoate` = 1 `H2O` + 1 `NAD(+)` + 1 `4-(trimethylamino)butanal`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM626@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 + 1 MNXM940@MNXD1"	"4-(trimethylamino)butanal + H2O + NAD(+) => 4-(trimethylamino)butanoate + 2 H(+) + NADH;4-(trimethylamino)butanoate + 2 H(+) + NADH => 4-(trimethylamino)butanal + H2O + NAD(+)"
227	"Rh228"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"(S)-Methylmalonate semialdehyde  + NAD(+) + H2O <=> Methylmalonate  + NADH  + H(+)"	"R03869"	"(S)-Methylmalonate semialdehyde + NAD + H2O <=> Methylmalonate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:31043"	"NA"	NA	"MNXR95762"	"2 `H(+)` + 1 `NADH` + 1 `methylmalonate(2-)` = 1 `H2O` + 1 `NAD(+)` + 1 `(S)-methylmalonate semialdehyde`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1572@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 + 1 MNXM933@MNXD1"	"(S)-methylmalonate semialdehyde + H2O + NAD(+) => 2 H(+) + methylmalonate + NADH;2 H(+) + methylmalonate + NADH => (S)-methylmalonate semialdehyde + H2O + NAD(+)"
228	"Rh229"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"Imidazole-4-acetaldehyde  + NAD(+) + H2O <=> Imidazole-4-acetate  + NADH  + H(+)"	"R04065"	"Imidazole-4-acetaldehyde + NAD + H2O <=> Imidazole-4-acetate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:31059"	"NA"	NA	"MNXR95745"	"1 `imidazole-4-acetaldehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `imidazole-4-acetate`"	"true"	"1 MNXM1745@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1330@MNXD1"	"H2O + imidazole-4-acetaldehyde + NAD(+) => 2 H(+) + imidazole-4-acetate + NADH;2 H(+) + imidazole-4-acetate + NADH => H2O + imidazole-4-acetaldehyde + NAD(+)"
230	"Rh231"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"5-Hydroxyindoleacetaldehyde  + NAD(+) + H2O <=> 5-Hydroxyindoleacetate  + H(+) +  + NADH"	"R04903"	"5-Hydroxyindoleacetaldehyde + NAD + H2O <=> 5-Hydroxyindoleacetate + H+ + NADH"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:31215"	"NA"	NA	"MNXR109205"	"1 `(5-hydroxyindol-3-yl)acetaldehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `(5-hydroxyindol-3-yl)acetate`"	"true"	"1 MNXM1057@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1961@MNXD1"	"(5-hydroxyindol-3-yl)acetaldehyde + H2O + NAD(+) => (5-hydroxyindol-3-yl)acetate + 2 H(+) + NADH;(5-hydroxyindol-3-yl)acetate + 2 H(+) + NADH => (5-hydroxyindol-3-yl)acetaldehyde + H2O + NAD(+)"
231	"Rh232"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"N4-Acetylaminobutanal  + NAD(+) + H2O <=> 4-Acetamidobutanoate  + NADH  + H(+)"	"R05050"	"N4-Acetylaminobutanal + NAD + H2O <=> 4-Acetamidobutanoate + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:31231"	"NA"	NA	"MNXR101805"	"1 `4-acetamidobutanal` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `4-acetamidobutanoate`"	"true"	"1 MNXM1527@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM2083@MNXD1"	"4-acetamidobutanal + H2O + NAD(+) => 4-acetamidobutanoate + 2 H(+) + NADH;4-acetamidobutanoate + 2 H(+) + NADH => 4-acetamidobutanal + H2O + NAD(+)"
234	"Rh235"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"Chloroacetaldehyde  + NAD(+) + H2O <=> Chloroacetic acid  + NADH  + H(+)"	"R05286"	"Chloroacetaldehyde + NAD + H2O <=> Chloroacetic acid + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:30047"	"NA"	NA	"MNXR109457"	"1 `chloroacetaldehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `chloroacetate`"	"true"	"1 MNXM1816@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1468@MNXD1"	"chloroacetaldehyde + H2O + NAD(+) => chloroacetate + 2 H(+) + NADH;chloroacetate + 2 H(+) + NADH => chloroacetaldehyde + H2O + NAD(+)"
235	"Rh236"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"Perillyl aldehyde  + H2O  + NAD(+)<=> Perillic acid  + NADH  + H(+)"	"R06366"	"Perillyl aldehyde + H2O + NAD <=> Perillic acid + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:31299"	"NA"	NA	"MNXR110183"	"2 `H(+)` + 1 `NADH` + 1 `perillate` = 1 `H2O` + 1 `perillyl aldehyde` + 1 `NAD(+)`"	"true"	"2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM2414@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2149@MNXD1 + 1 MNXM8@MNXD1"	"H2O + NAD(+) + perillyl aldehyde => 2 H(+) + NADH + perillate;2 H(+) + NADH + perillate => H2O + NAD(+) + perillyl aldehyde"
236	"Rh237"	"Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3)"	"2-trans,6-trans-Farnesal  + NAD(+) + H2O <=> Farnesoic acid  + NADH  + H(+)"	"R08146"	"2-trans,6-trans-Farnesal + NAD + H2O <=> Farnesoic acid + NADH + H+"	"YMR110C"	"1.2.1.3"	"Sphingolipid metabolism"	1	"NA"	"Add new reaction;"	"sce00600  sphingolipid metabolism"	"rhea:24216"	"NA"	NA	"MNXR111724"	"1 `(2E,6E)-farnesal` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `(2E,6E)-farnesoate`"	"true"	"1 MNXM1959@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM3989@MNXD1"	"(2E,6E)-farnesal + H2O + NAD(+) => (2E,6E)-farnesoate + 2 H(+) + NADH;(2E,6E)-farnesoate + 2 H(+) + NADH => (2E,6E)-farnesal + H2O + NAD(+)"
239	"Rh240"	"Putative esterase YMR210W (EC 3.1.1.-)"	"a 1-monoglyceride  + H2O => a fatty acid  + glycerol  + H(+)"	"3.1.1.23-RXN"	"a 1-monoglyceride + H2O -> a fatty acid + glycerol + H+"	"YMR210W"	"3.1.1.-"	"Glycerophospholipid metabolism"	0	"from database;"	"3.1.1.- can be found in yeastGEM"	"sce00564  glycerophospholipid metabolism"	"rhea:34019"	"RHEA:34019"	NA	NA	"1-acylglycerol + H2O => a fatty acid + glycerol + H(+);a fatty acid + glycerol + H(+) => 1-acylglycerol + H2O"	"true"	NA	"1-acylglycerol + H2O => a fatty acid + glycerol + H(+);a fatty acid + glycerol + H(+) => 1-acylglycerol + H2O"
242	"Rh243"	"Enolase-related protein 3 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)"	"2-Phospho-D-glycerate <=> Phosphoenolpyruvate  + H2O"	"R00658"	"2-phospho-D-glyceric acid <=> phosphoenolpyruvate + H2O"	"YMR323W;YOR393W"	"4.2.1.11"	"Glycolysis / Gluconeogenesis"	1	"NA"	"Why not added?"	"sce00010  glycolysis / gluconeogenesis"	"rhea:10164"	"NA"	NA	"MNXR97932"	"1 `2-phospho-D-glycerate` = 1 `H2O` + 1 `phosphoenolpyruvate`"	"true"	"1 MNXM275@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM73@MNXD1"	"2-phospho-D-glycerate => H2O + phosphoenolpyruvate;H2O + phosphoenolpyruvate => 2-phospho-D-glycerate"
244	"Rh245"	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Alpha-1,2-mannosyltransferase ALG11) (Asparagine-linked glycosylation protein 11) (Glycolipid 2-alpha-mannosyltransferase)"	"G00005  + GDP-D-mannose <=> G10526  + GDP"	"R06127"	"G00005 + GDP-alpha-D-mannose <=> G10526 + GDP"	"YNL048W"	"2.4.1.131"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:29523"	"NA"	"MNXR110030"	"MNXR126397"	"1 `alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 2 `GDP-alpha-D-mannose` = 2 `H(+)` + 1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 2 `GDP`"	"true"	"1 MNXM162650@MNXD1 + 2 MNXM82@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM11176@MNXD1 + 2 MNXM30@MNXD1"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H(+);alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H(+) => alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose"
245	"Rh246"	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Alpha-1,2-mannosyltransferase ALG11) (Asparagine-linked glycosylation protein 11) (Glycolipid 2-alpha-mannosyltransferase)"	"G10526  + GDP-D-mannose <=> G00006  + GDP"	"R06128"	"G10526 + GDP-alpha-D-mannose <=> G00006 + GDP"	"YNL048W"	"2.4.1.131"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"NA"	"NA"	"MNXR110031"	"MNXR110031"	"1 `GDP` + 1 `(alpha-D-mannosyl)4-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol` = 1 `GDP-alpha-D-mannose` + 1 `G10526`"	"NA"	"1 MNXM30@MNXD1 + 1 MNXM31421@MNXD1 = 1 MNXM82@MNXD1 + 1 MNXM9326@MNXD1"	NA
246	"Rh247"	"Carnosine N-methyltransferase (EC 2.1.1.22)"	"S-adenosyl-L-methionine  + carnosine <=> S-adenosyl-L-homocysteine  + anserine"	"R02144"	"S-adenosyl-L-methionine + carnosine <=> S-adenosyl-L-homocysteine + anserine"	"YNL092W"	"2.1.1.22"	"Histidine metabolism"	1	"NA"	"Add new reaction;"	"sce00340  histidine metabolism"	"rhea:14205"	"NA"	NA	"MNXR107333"	"1 `carnosine` + 1 `S-adenosyl-L-methionine` = 1 `H(+)` + 1 `S-adenosyl-L-homocysteine` + 1 `anserine`"	"true"	"1 MNXM1419@MNXD1 + 1 MNXM16@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM19@MNXD1 + 1 MNXM2639@MNXD1"	"S-adenosyl-L-methionine + carnosine => S-adenosyl-L-homocysteine + anserine + H(+);S-adenosyl-L-homocysteine + anserine + H(+) => S-adenosyl-L-methionine + carnosine"
248	"Rh249"	"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)"	"Dolichyl phosphate D-mannose  + G10595 <=> Dolichyl phosphate  + G10596"	"R06259"	"dolichyl D-mannosyl phosphate + G10595 <=> dolichyl phosphate + G10596"	"YNL219C"	"2.4.1.259; 2.4.1.261"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:29531"	"NA"	"MNXR110093"	"MNXR121812"	"1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl beta-D-mannosyl phosphate` = 1 `H(+)` + 1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl phosphate`"	"true"	"1 MNXM11177@MNXD1 + 1 MNXM7322@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM11178@MNXD1 + 1 MNXM278@MNXD1"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+);alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+) => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate"
249	"Rh250"	"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)"	"Dolichyl phosphate D-mannose  + G10597 <=> Dolichyl phosphate  + G00007"	"R06261"	"dolichyl D-mannosyl phosphate + G10597 <=> dolichyl phosphate + G00007"	"YNL219C"	"2.4.1.259; 2.4.1.261"	"N-Glycan biosynthesis"	1	"NA"	"Add new reaction;"	"sce00510  n-glycan biosynthesis"	"rhea:29539"	"NA"	"MNXR110095"	"MNXR126399"	"1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl beta-D-mannosyl phosphate` = 1 `H(+)` + 1 `alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `dolichyl phosphate`"	"true"	"1 MNXM162649@MNXD1 + 1 MNXM7322@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM11180@MNXD1 + 1 MNXM278@MNXD1"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+);alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl phosphate + H(+) => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + dolichyl beta-D-mannosyl phosphate"
250	"Rh251"	"Transcriptional regulator URE2 (Disulfide reductase) (EC 1.8.4.-) (Glutathione peroxidase) (EC 1.11.1.9)"	"2 glutathione  + H2O2 <=> glutathione disulfide  + 2 H2O"	"R00274"	"2 glutathione + hydrogen peroxide <=> glutathione disulfide + 2 H2O"	"YNL229C"	"1.8.4.-; 1.11.1.9"	"Glutathione metabolism"	1	"NA"	"Only merge the gene;"	"sce00480  glutathione metabolism"	"rhea:16833"	"NA"	NA	"MNXR100446"	"1 `glutathione disulfide` + 2 `H2O` = 1 `H2O2` + 2 `glutathione`"	"true"	"1 MNXM151@MNXD1 + 2 MNXM2@MNXD1 = 1 MNXM22@MNXD1 + 2 MNXM57@MNXD1"	"2 glutathione + H2O2 => glutathione disulfide + 2 H2O;glutathione disulfide + 2 H2O => 2 glutathione + H2O2"
251	"Rh252"	"Glyoxylate reductase 1 (EC 1.1.1.26)"	"glycolate  + NAD(+)<=> glyoxylate  + NADH  + H(+)"	"R00717"	"glycolate + NAD <=> glyoxylate + NADH + H+"	"YNL274C"	"1.1.1.26"	"Glyoxylate and dicarboxylate metabolism"	1	"NA"	"Add new reaction;"	"sce00630  glyoxylate and dicarboxylate metabolism"	"rhea:18229"	"NA"	NA	"MNXR100331"	"1 `H(+)` + 1 `NADH` + 1 `glyoxylate` = 1 `glycolate` + 1 `NAD(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM222@MNXD1 + 1 MNXM8@MNXD1"	"glycolate + NAD(+) => glyoxylate + H(+) + NADH;glyoxylate + H(+) + NADH => glycolate + NAD(+)"
254	"Rh255"	"Probable pyridoxal 5'-phosphate synthase subunit SNO2 (EC 4.3.3.6) (PDX2 homolog 2) (Pdx2.2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)"	"L-glutamine  + H2O = L-glutamate  + NH3"	"R00256"	"L-glutamine + H2O <=> L-glutamate + ammonium"	"YNL334C"	"4.3.3.6; 3.5.1.2"	"Vitamin B6 metabolism"	1	"from database;"	"Add new reaction;"	"sce00750  vitamin b6 metabolism"	"rhea:15889"	"NA"	NA	"MNXR100030"	"1 `NH4(+)` + 1 `L-glutamate` = 1 `H2O` + 1 `L-glutamine`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM89557@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM37@MNXD1"	"L-glutamine + H2O => L-glutamate + NH4(+);L-glutamate + NH4(+) => L-glutamine + H2O"
255	"Rh256"	"Putative pyridoxal kinase BUD17 (EC 2.7.1.35) (Bud site selection protein 17)"	"ATP  + pyridoxal <=> ADP  + pyridoxal 5'-phosphate"	"R00174"	"ATP + pyridoxal -> ADP + pyridoxal 5'-phosphate"	"YNR027W"	"2.7.1.35"	"Vitamin B6 metabolism"	0	"Based on yeastGEM;"	"Only merge the gene;"	"sce00750  vitamin b6 metabolism"	"rhea:10224"	"NA"	NA	"MNXR103361"	"1 `H(+)` + 1 `pyridoxal 5'-phosphate` + 1 `ADP` = 1 `ATP` + 1 `pyridoxal`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM161@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM311@MNXD1"	"ATP + pyridoxal => ADP + H(+) + pyridoxal 5'-phosphate;ADP + H(+) + pyridoxal 5'-phosphate => ATP + pyridoxal"
