"rxnID"	"name"	"reaction"
"rn:R03547"	"UDPglucose:methyl-ONN-azoxymethanol beta-D-glucosyltransferase"	"udp-glucose + methylazoxymethanol <=> udp + cycasin"
"rn:R03548"	"UDPglucose:7,8-dihydroxycoumarin 7-O-beta-D-glucosyltransferase"	"udp-glucose + 7,8-dihydroxycoumarin <=> udp + daphnin"
"rn:R03549"	"Gallate:oxygen 3,4-oxidoreductase (decyclizing)"	"gallate + oxygen <=> 2-pyrone-4,6-dicarboxylate + h2o"
"rn:R03550"	"gallate:oxygen 4,5-oxidoreductase (decyclizing)"	"gallate + oxygen <=> (1e,3e)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
"rn:R03551"	"NONE"	"gallate + methanol <=> 3-o-methylgallate + h2o"
"rn:R03552"	"Acetyl-CoA:histone acetyltransferase"	"acetyl-coa + histone-l-lysine <=> coa + histone n6-acetyl-l-lysine"
"rn:R03553"	"3'-Phosphoadenylylsulfate:keratan 6'-sulfotransferase"	"3'-phosphoadenylyl sulfate + keratan sulfate <=> adenosine 3',5'-bisphosphate + keratan sulfate"
"rn:R03554"	"S-Adenosyl-L-methionine:loganate 11-O-methyltransferase"	"s-adenosyl-l-methionine + loganate <=> s-adenosyl-l-homocysteine + loganin"
"rn:R03555"	"loganin:oxygen oxidoreductase (ring cleaving)"	"loganin + nadph + h(+) + oxygen <=> secologanin + nadp(+) + 2 h2o"
"rn:R03556"	"7-deoxyloganin,NADPH:oxygen oxidoreductase (7a-hydroxylating)"	"deoxyloganin + nadph + h(+) + oxygen <=> loganin + nadp(+) + h2o"
"rn:R03557"	"Secondary alcohol:NADP+ oxidoreductase"	"secondary alcohol + nadp(+) <=> ketone + nadph + h(+)"
"rn:R03558"	"UDPglucose:salicyl-alcohol beta-D-glucosyltransferase"	"udp-glucose + salicyl alcohol <=> udp + salicin"
"rn:R03559"	"toluene,NADH:oxygen oxidoreductase (1,2-hydroxylating)"	"toluene + oxygen + nadh + h(+) <=> toluene-cis-dihydrodiol + nad(+)"
"rn:R03560"	"Toluene,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"toluene + oxygen + nadph + h(+) <=> o-cresol + nadp(+) + h2o"
"rn:R03562"	"Toluene,NADPH:oxogen oxidoreductase (3-hydroxylating)"	"toluene + oxygen + nadph + h(+) <=> 3-cresol + nadp(+) + h2o"
"rn:R03563"	"Atropine acylhydrolase"	"atropine + h2o <=> tropine + tropate"
"rn:R03564"	"NONE"	"tropate + tropine <=> l-hyoscyamine + h2o"
"rn:R03565"	"UDPglucose:vitexin 2''-O-beta-D-glucosyltransferase"	"udp-glucose + vitexin <=> vitexin 2''-o-beta-d-glucoside + udp"
"rn:R03566"	"3-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"3-cresol + oxygen + nadph + h(+) <=> 2,3-dihydroxytoluene + nadp(+) + h2o"
"rn:R03567"	"6-Methylsalicylate carboxy-lyase"	"6-methylsalicylate <=> 3-cresol + co2"
"rn:R03568"	"4-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"4-cresol + oxygen + nadph + h(+) <=> 4-methylcatechol + nadp(+) + h2o"
"rn:R03570"	"ADP-sugar sugarphosphohydrolase"	"adp-sugar + h2o <=> amp + alpha-d-aldose 1-phosphate"
"rn:R03571"	"S-Adenosyl-L-methionine:5,7,4'-trihydroxyflavone 4'-O-methyltransferase"	"s-adenosyl-l-methionine + apigenin <=> s-adenosyl-l-homocysteine + acacetin"
"rn:R03572"	"Allyl-alcohol:NADP+ oxidoreductase"	"allyl alcohol + nadp(+) <=> acrolein + nadph + h(+)"
"rn:R03573"	"UDPglucose:1,2-dihydroxy-9,10-anthraquinone 2-O-beta-D-glucosyltransferase"	"udp-glucose + alizarin <=> udp + 1-hydroxy-2-(beta-d-glucosyloxy)-9,10-anthraquinone"
"rn:R03574"	"UDPglucose:5,7,3',4'-tetrahydroxyflavone 7-O-beta-D-glucosyltransferase"	"udp-glucose + apigenin <=> udp + apigenin 7-o-beta-d-glucoside"
"rn:R03575"	"Chlorite:acceptor oxidoreductase"	"chloric acid + reduced acceptor <=> chlorous acid + acceptor + h2o"
"rn:R03576"	"ATP:D-allose 6-phosphotransferase"	"atp + d-allose <=> adp + d-allose 6-phosphate"
"rn:R03577"	"D-Apiitol:NAD+ 1-oxidoreductase"	"d-apiitol + nad(+) <=> d-apiose + nadh + h(+)"
"rn:R03579"	"N-Feruloylglycine amidohydrolase"	"n-feruloylglycine + h2o <=> ferulate + glycine"
"rn:R03581"	"geraniol:NADP+ oxidoreductase"	"geraniol + nadp(+) <=> geranial + nadph + h(+)"
"rn:R03582"	"Indan-1-ol:NAD+ 1-oxidoreductase"	"indan-1-ol + nad(+) <=> indanone + nadh + h(+)"
"rn:R03583"	"Indan-1-ol:NADP+ 1-oxidoreductase"	"indan-1-ol + nadp(+) <=> indanone + nadph + h(+)"
"rn:R03584"	"L-glycol:NAD+ oxidoreductase"	"l-glycol + nad(+) <=> 2-hydroxycarbonyl compound + nadh + h(+)"
"rn:R03585"	"L-glycol:NADP+ oxidoreductase"	"l-glycol + nadp(+) <=> 2-hydroxycarbonyl compound + nadph + h(+)"
"rn:R03586"	"L-Xylose:NADP+ 1-oxidoreductase"	"l-xylose + nadp(+) <=> l-xylono-1,4-lactone + nadph + h(+)"
"rn:R03587"	"S-adenosyl-L-methionine:5,7,3',4'-tetrahydroxyflavone 3'-O-methyltransferase"	"s-adenosyl-l-methionine + luteolin <=> s-adenosyl-l-homocysteine + chrysoeriol"
"rn:R03588"	"UDPglucose:5,7,3',4'-tetrahydroxyflavone 7-O-beta-D-glucosyltransferase"	"udp-glucose + luteolin <=> udp + luteolin 7-o-beta-d-glucoside"
"rn:R03589"	"UDPglucuronate:luteolin 7-O-glucuronosyltransferase"	"udp-glucuronate + luteolin <=> udp + luteolin 7-o-glucuronide"
"rn:R03590"	"flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)"	"eriodictyol + 2-oxoglutarate + oxygen <=> luteolin + succinate + co2 + h2o"
"rn:R03591"	"morphine:NAD+ 6-oxidoreductase"	"morphine + nad(+) <=> morphinone + nadh + h(+)"
"rn:R03592"	"morphine:NAD(P)+ 6-oxidoreductase"	"morphine + nadp(+) <=> morphinone + nadph + h(+)"
"rn:R03593"	"Ricinine aminohydrolase"	"ricinine + 2 h2o <=> 3-carboxy-4-methoxy-n-methyl-2-pyridone + ammonia"
"rn:R03594"	"UDPglucose:scopoletin O-beta-D-glucosyltransferase"	"udp-glucose + scopoletin <=> udp + scopolin"
"rn:R03595"	"ATP:selenide, water phosphotransferase"	"atp + hydrogen selenide + h2o <=> amp + selenophosphoric acid + orthophosphate"
"rn:R03596"	"hydrogen selenide:NADP+ oxidoreductase"	"hydrogen selenide + 3 nadp(+) + 3 h2o <=> selenite + 3 nadph + 5 h(+)"
"rn:R03597"	"hydrogen-selenide:(acceptor) oxidoreductase"	"hydrogen selenide + 3 acceptor + 3 h2o <=> selenite + 3 reduced acceptor + 2 h(+)"
"rn:R03599"	"L-selenocysteine selenide-lyase (L-alanine-forming)"	"l-selenocysteine + reduced acceptor <=> hydrogen selenide + l-alanine + acceptor"
"rn:R03600"	"Hydrogen-sulfide:ferredoxin oxidoreductase"	"hydrogen selenide + 6 oxidized ferredoxin + 3 h2o <=> selenite + 6 reduced ferredoxin + 8 h(+)"
"rn:R03601"	"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)"	"o-acetyl-l-serine + hydrogen selenide <=> l-selenocysteine + acetate"
"rn:R03602"	"NONE"	"selenium <=> selenite"
"rn:R03603"	"NONE"	"selenium <=> selenate"
"rn:R03604"	"Syringin beta-D-glucosidase"	"syringin + h2o <=> sinapyl alcohol + d-glucose"
"rn:R03605"	"UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase"	"udp-glucose + sinapyl alcohol <=> udp + syringin"
"rn:R03607"	"ATP:viomycin O-phosphotransferase"	"atp + viomycin <=> adp + o-phosphoviomycin"
"rn:R03608"	"o-Cresol,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"o-cresol + oxygen + nadph + h(+) <=> 2,3-dihydroxytoluene + nadp(+) + h2o"
"rn:R03609"	"(gamma-L-Glutamyl)-N1-(4-hydroxymethylphenyl)hydrazine:(acceptor) gamma-glutamyltransferase"	"agaritine + acceptor <=> 4-hydroxymethylphenylhydrazine + gamma-l-glutamyl-acceptor"
"rn:R03610"	"calcidiol,adrenodoxin:oxygen oxidoreductase (1-hydroxylating)"	"calcidiol + 2 reduced adrenal ferredoxin + 2 h(+) + oxygen <=> calcitriol + oxidized adrenal ferredoxin + h2o"
"rn:R03611"	"calciol,NADPH-hemoprotein reductase:oxygen oxidoreductase (25-hydroxylating)"	"calcidiol + [oxidized nadph---hemoprotein reductase] + h2o <=> vitamin d3 + [reduced nadph---hemoprotein reductase] + oxygen"
"rn:R03612"	"Cetraxate-benzyl-ester benzylhydrolase"	"cetraxate benzyl ester + h2o <=> cetraxate + benzyl alcohol"
"rn:R03613"	"diphthine:ammonia ligase (AMP-forming)"	"atp + peptide diphthine + ammonia + h(+) <=> amp + diphosphate + peptide diphthamide"
"rn:R03614"	"(-)-Ephedrine:NAD+ 2-oxidoreductase"	"ephedrine + nad(+) <=> (r)-2-methylimino-1-phenylpropan-1-ol + nadh + h(+)"
"rn:R03615"	"flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)"	"flavonoid + oxygen + nadph + h(+) <=> 3'-hydroxyflavonoid + nadp(+) + h2o"
"rn:R03616"	"Galactosylglycerol galactohydrolase"	"3-beta-d-galactosyl-sn-glycerol + h2o <=> galactose + glycerol"
"rn:R03617"	"D-galactosyl-N-acylsphingosine galactohydrolase"	"galactosylceramide + h2o <=> d-galactose + n-acylsphingosine"
"rn:R03618"	"Trihexosylceramide galactohydrolase"	"alpha-d-galactosyl-(1->4)-beta-d-galactosyl-(1->4)-beta-d-glucosyl-(1<->1)-ceramide + h2o <=> d-galactose + beta-d-galactosyl-(1->4)-beta-d-glucosyl-(1<->1)-ceramide"
"rn:R03620"	"N-Methylhexanamide amidohydrolase"	"n-methylhexanamide + h2o <=> hexanoic acid + methylamine"
"rn:R03621"	"Acetyl-CoA:imidazole N-acetyltransferase"	"acetyl-coa + imidazole <=> coa + n-acetylimidazole"
"rn:R03622"	"Kievitone-hydrate hydro-lyase"	"kievitone hydrate <=> kievitone + h2o"
"rn:R03623"	"S-Adenosyl-L-methionine:licodione 2'-O-methyltransferase"	"s-adenosyl-l-methionine + licodione <=> s-adenosyl-l-homocysteine + 2'-o-methyllicodione"
"rn:R03624"	"Limonoate-D-ring-lactone lactonohydrolase"	"limonoate d-ring-lactone + h2o <=> limonoate"
"rn:R03625"	"UDPglucose:2-hydroxy-2-methylpropanenitrile beta-D-glucosyltransferase"	"udp-glucose + acetone cyanohydrin <=> udp + linamarin"
"rn:R03626"	"Linoleate:oxygen 13-oxidoreductase"	"linoleate + oxygen <=> (9z,11e)-(13s)-13-hydroperoxyoctadeca-9,11-dienoic acid"
"rn:R03627"	"9-cis,12-cis-Octadecadienoate delta12-cis-delta11-trans-isomerase"	"linoleate <=> 9-cis,11-trans-octadecadienoate"
"rn:R03628"	"melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)"	"melatonin + oxygen <=> formyl-n-acetyl-5-methoxykynurenamine"
"rn:R03629"	"substrate,reduced-flaboprotein:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)"	"melatonin + [reduced nadph---hemoprotein reductase] + oxygen <=> 6-hydroxymelatonin + [oxidized nadph---hemoprotein reductase] + h2o"
"rn:R03630"	"phthalate,NADH:oxygen oxidoreductase (4,5-hydroxylating)"	"phthalate + oxygen + nadh + h(+) <=> cis-4,5-dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate + nad(+)"
"rn:R03631"	"Phytanate:CoA ligase (AMP-forming)"	"atp + phytanate + coa <=> amp + diphosphate + phytanoyl-coa"
"rn:R03632"	"ATP:protamine O-phosphotransferase"	"atp + protamine <=> adp + o-phosphoprotamine"
"rn:R03633"	"S-Adenosyl-L-methionine:O-demethylpuromycin O-methyltransferase"	"s-adenosyl-l-methionine + o-demethylpuromycin <=> s-adenosyl-l-homocysteine + puromycin"
"rn:R03634"	"NONE"	"stachyose + h2o <=> raffinose + d-galactose"
"rn:R03635"	"Stachyose fructohydrolase"	"stachyose + h2o <=> d-gal alpha 1->6d-gal alpha 1->6d-glucose + d-fructose"
"rn:R03636"	"leucocyanidin:NADP+ 4-oxidoreductase"	"leucocyanidin + nadp(+) <=> taxifolin + nadph + h(+)"
"rn:R03637"	"taxifolin,NADH:oxygen oxidoreductase (8-hydroxylating)"	"taxifolin + oxygen + nadh + h(+) <=> 2,3-dihydrogossypetin + nad(+) + h2o"
"rn:R03638"	"taxifolin,NADPH:oxygen oxidoreductase (8-hydroxylating)"	"taxifolin + oxygen + nadph + h(+) <=> 2,3-dihydrogossypetin + nadp(+) + h2o"
"rn:R03639"	"taxifolin,NADPH:oxygen oxidoreductase"	"taxifolin + oxygen + nadph + h(+) <=> dihydromyricetin + nadp(+) + h2o"
"rn:R03640"	"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"	"eriodictyol + 2-oxoglutarate + oxygen <=> taxifolin + succinate + co2"
"rn:R03641"	"Testololactone lactonohydrolase"	"testololactone + h2o <=> testolate"
"rn:R03642"	"NONE"	"vicianose + mandelonitrile <=> vicianin + h2o"
"rn:R03643"	"NADH:(quinone-acceptor) oxidoreductase"	"vitamin k + nadh + h(+) <=> reduced vitamin k + nad(+)"
"rn:R03645"	"Vitamin K:oxidized-dithiothreitol oxidoreductase"	"vitamin k + oxidized dithiothreitol + h2o <=> vitamin k epoxide + dithiothreitol"
"rn:R03646"	"L-Arginine:tRNA(Arg) ligase (AMP-forming)"	"atp + l-arginine + trna(arg) <=> amp + diphosphate + l-arginyl-trna(arg)"
"rn:R03647"	"L-Aspartate:tRNAAsp ligase (AMP-forming)"	"atp + l-aspartate + trna(asn) <=> amp + diphosphate + l-aspartyl-trna(asn)"
"rn:R03648"	"L-Asparagine:tRNA(Asn) ligase (AMP-forming)"	"atp + l-asparagine + trna(asn) <=> amp + diphosphate + l-asparaginyl-trna(asn)"
"rn:R03650"	"L-Cysteine:tRNA(Cys) ligase (AMP-forming)"	"atp + l-cysteine + trna(cys) <=> amp + diphosphate + l-cysteinyl-trna(cys)"
"rn:R03651"	"L-Glutamate:tRNA(Gln) ligase (AMP-forming)"	"atp + l-glutamate + trna(gln) <=> amp + diphosphate + l-glutamyl-trna(gln)"
"rn:R03652"	"L-Glutamine:tRNA(Gln) ligase (AMP-forming)"	"atp + l-glutamine + trna(gln) <=> amp + diphosphate + glutaminyl-trna"
"rn:R03654"	"glycine:tRNA(Gly) ligase (AMP-forming)"	"atp + glycine + trna(gly) <=> amp + diphosphate + glycyl-trna(gly)"
"rn:R03655"	"L-Histidine:tRNA(His) ligase (AMP-forming)"	"atp + l-histidine + trna(his) <=> amp + diphosphate + l-histidyl-trna(his)"
"rn:R03656"	"L-Isoleucine:tRNA(Ile) ligase (AMP-forming)"	"atp + l-isoleucine + trna(ile) <=> amp + diphosphate + l-isoleucyl-trna(ile)"
"rn:R03657"	"L-Leucine:tRNA(Leu) ligase (AMP-forming)"	"atp + l-leucine + trna(leu) <=> amp + diphosphate + l-leucyl-trna"
"rn:R03658"	"L-lysine:tRNALys ligase (AMP-forming)"	"atp + l-lysine + trna(lys) <=> amp + diphosphate + l-lysyl-trna"
"rn:R03659"	"L-Methionine:tRNAMet ligase (AMP-forming)"	"atp + l-methionine + trna(met) <=> amp + diphosphate + l-methionyl-trna"
"rn:R03660"	"L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)"	"atp + l-phenylalanine + trna(phe) <=> amp + diphosphate + l-phenylalanyl-trna(phe)"
"rn:R03661"	"L-proline:tRNA(Pro) ligase (AMP-forming)"	"atp + l-proline + trna(pro) <=> amp + diphosphate + l-prolyl-trna(pro)"
"rn:R03662"	"L-Serine:tRNA(Ser) ligase (AMP-forming)"	"atp + l-serine + trna(ser) <=> amp + diphosphate + l-seryl-trna(ser)"
"rn:R03663"	"L-Threonine:tRNA(Thr) ligase (AMP-forming)"	"atp + l-threonine + trna(thr) <=> amp + diphosphate + l-threonyl-trna(thr)"
"rn:R03664"	"L-Tryptophan -tRNA(Trp) ligase (AMP-forming)"	"atp + l-tryptophan + trna(trp) <=> amp + diphosphate + l-tryptophanyl-trna(trp)"
"rn:R03665"	"L-Valine:tRNAVal ligase (AMP-forming)"	"atp + l-valine + trna(val) <=> amp + diphosphate + l-valyl-trna(val)"
"rn:R03666"	"NONE"	"cadaverine <=> piperideine"
"rn:R03667"	"coformycin:NADP+ 8-oxidoreductase"	"coformycin + nadp(+) <=> 8-oxocoformycin + nadph + h(+)"
"rn:R03668"	"Acetyl-CoA:thioethanolamine S-acetyltransferase"	"acetyl-coa + cysteamine <=> coa + s-acetylthioethanolamine"
"rn:R03671"	"D-Fuconate hydro-lyase"	"d-fuconate <=> 2-dehydro-3-deoxy-d-fuconate + h2o"
"rn:R03672"	"NONE"	"l-dopachrome + 3,4-dihydroxy-l-phenylalanine <=> 2-carboxy-2,3-dihydro-5,6-dihydroxyindole + dopaquinone"
"rn:R03673"	"L-Dopachrome delta7-delta2-isomerase"	"l-dopachrome <=> 5,6-dihydroxyindole-2-carboxylate"
"rn:R03674"	"NONE"	"l-dopachrome <=> 5,6-dihydroxyindole + co2"
"rn:R03675"	"5alpha-Ergosta-7,22-diene-3beta,5-diol 5,6-hydro-lyase"	"5alpha-ergosta-7,22-diene-3beta,5-diol <=> ergosterol + h2o"
"rn:R03677"	"NONE"	"ergosterol + hn <=> vitamin d2"
"rn:R03678"	"(3Z)-phytochromobilin:ferredoxin oxidoreductase"	"(3z)-phytochromobilin + 2 oxidized ferredoxin <=> biliverdin + 2 reduced ferredoxin"
"rn:R03679"	"UDP-alpha-D-galactose:galactogen 6-beta-D-galactosyltransferase"	"udp-alpha-d-galactose + galactogen <=> udp + (1->6)-beta-d-galactosylgalactogen"
"rn:R03680"	"UDPglucose:gibberellin 2-O-beta-D-glucosyltransferase"	"udp-glucose + gibberellin a3 <=> udp + gibberellin 2-o-beta-d-glucoside"
"rn:R03681"	"UDP-alpha-D-glucose:glycogenin alpha-D-glucosyltransferase"	"udp-glucose + glycogenin <=> udp + alpha-d-glucosylglycogenin"
"rn:R03682"	"NONE"	"hemoglobin + oxygen <=> oxyhemoglobin"
"rn:R03684"	"NONE"	"hemoglobin <=> globin + heme"
"rn:R03685"	"Bis-D-fructose-2',1:2,1'-dianhydride fructohydrolase"	"bis-d-fructose 2',1:2,1'-dianhydride + h2o <=> inulobiose"
"rn:R03686"	"UDPglucose:isovitexin 2''-O-beta-D-glucosyltransferase"	"udp-glucose + isovitexin <=> isovitexin 2''-o-beta-d-glucoside + udp"
"rn:R03687"	"2-Quinolinecarboxylic acid:acceptor 4-oxidoreductase (hydroxylating)"	"2-quinolinecarboxylic acid + acceptor + h2o <=> 4-hydroxy-2-quinolinecarboxylic acid + reduced acceptor"
"rn:R03688"	"L-fuconate hydro-lyase"	"l-fuconate <=> 2-dehydro-3-deoxy-l-fuconate + h2o"
"rn:R03689"	"lanosterol delta24-reductase"	"lanosterol + nadph + h(+) <=> 24,25-dihydrolanosterol + nadp(+)"
"rn:R03691"	"ATP:lombricine N-phosphotransferase"	"atp + d-lombricine <=> adp + n-phospho-d-lombricine"
"rn:R03692"	"Dihydrocoumarin lactonohydrolase"	"dihydrocoumarin + h2o <=> 3-(2-hydroxyphenyl)propanoate"
"rn:R03693"	"(S)-2-methylmalate hydro-lyase"	"(s)-2-methylmalate <=> mesaconate + h2o"
"rn:R03694"	"NONE"	"mesaconate + h2o <=> l-threo-3-methylmalate"
"rn:R03695"	"NONE"	"mesaconate + coa <=> 2-methylfumaryl-coa + h2o"
"rn:R03696"	"L-threo-3-Methylaspartate ammonia-lyase"	"l-threo-3-methylaspartate <=> mesaconate + ammonia"
"rn:R03697"	"NONE"	"morphine + [oxidized nadph---hemoprotein reductase] + formaldehyde + h2o <=> codeine + [reduced nadph---hemoprotein reductase] + oxygen"
"rn:R03698"	"Oripavine,2-oxoglutarate:oxygen oxidoreductase (6-O-demethylating)"	"oripavine + 2-oxoglutarate + oxygen <=> morphinone + formaldehyde + succinate + co2"
"rn:R03699"	"diphosphate:purine nucleoside phosphotransferase"	"diphosphate + n-d-ribosylpurine <=> orthophosphate + purine mononucleotide"
"rn:R03700"	"3'-Phosphoadenylylsulfate:galactosylsphingosine sulfotransferase"	"3'-phosphoadenylyl sulfate + psychosine <=> adenosine 3',5'-bisphosphate + psychosine sulfate"
"rn:R03701"	"S-Adenosyl-L-methionine:thiopurine S-methyltransferase"	"s-adenosyl-l-methionine + thiopurine <=> s-adenosyl-l-homocysteine + 6-methylmercaptopurine"
"rn:R03702"	"Triacetolactone lactonohydrolase"	"triacetate lactone + h2o <=> triacetate"
"rn:R03703"	"Raucaffricine beta-D-glucohydrolase"	"raucaffricine + h2o <=> vomilenine + d-glucose"
"rn:R03704"	"5,10-Methylenetetrahydrofolate:tRNA-UpsiC (uracil-5-)-methyltransferase"	"5,10-methylenetetrahydrofolate + trna containing uridine at position 54 + fadh2 <=> tetrahydrofolate + trna containing ribothymidine at position 54 + fad"
"rn:R03706"	"Poly(beta-D-1,4-mannuronide) lyase"	"(alginate)n <=> oligouronide with 4-deoxy-alpha-l-erythro-hex-4-enopyranuronosyl group"
"rn:R03707"	"(S,S)-Butane-2,3-diol:NAD+ oxidoreductase"	"(s,s)-butane-2,3-diol + nad(+) <=> (s)-acetoin + nadh + h(+)"
"rn:R03708"	"1,4-Lactone hydroxyacylhydrolase"	"gamma-butyrolactone + h2o <=> 4-hydroxyacid"
"rn:R03709"	"3-(2-Hydroxyphenyl)propanoate:NAD+ oxidoreductase"	"3-(2-hydroxyphenyl)propanoate + nad(+) <=> trans-2-hydroxycinnamate + nadh + h(+)"
"rn:R03710"	"UDPglucose:trans-2-hydroxycinnamate O-beta-D-glucosyltransferase"	"udp-glucose + trans-2-hydroxycinnamate <=> udp + trans-beta-d-glucosyl-2-hydroxycinnamate"
"rn:R03711"	"Actinomycin lactonohydrolase"	"actinomycin + h2o <=> actinomycinic monolactone"
"rn:R03712"	"albendazole,NADPH:oxygen oxidoreductase (sulfoxide-forming)"	"albendazole + oxygen + nadph + h(+) <=> albendazole s-oxide + nadp(+) + h2o"
"rn:R03713"	"11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al:NADP+ delta4-oxidoreductase"	"11beta,21-dihydroxy-3,20-oxo-5beta-pregnan-18-al + nadp(+) <=> aldosterone + nadph + h(+)"
"rn:R03714"	"11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al:(acceptor) delta4-oxidoreductase"	"11beta,21-dihydroxy-3,20-oxo-5beta-pregnan-18-al + acceptor <=> aldosterone + reduced acceptor"
"rn:R03716"	"chlordecone-alcohol:NADP+ 2-oxidoreductase"	"chlordecone alcohol + nadp(+) <=> chlordecone + nadph + h(+)"
"rn:R03718"	"Choloyl-CoA:glycine N-choloyltransferase"	"choloyl-coa + glycine <=> coa + glycocholate"
"rn:R03719"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholanoyl-CoA:propanoyl-CoA C-acyltransferase; choloyl-CoA:propanoyl-CoA C-acyltransferase"	"propanoyl-coa + choloyl-coa <=> coa + 3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-coa"
"rn:R03720"	"Choloyl-CoA:glycine N-choloyltransferase"	"choloyl-coa + taurine <=> coa + taurocholate"
"rn:R03721"	"S-Adenosyl-L-methionine:columbamine O-methyltransferase"	"s-adenosyl-l-methionine + columbamine <=> s-adenosyl-l-homocysteine + palmatine"
"rn:R03722"	"(S)-Tetrahydrocolumbamine:oxigen oxidoreductase"	"isocorypalmine + 2 oxygen <=> columbamine + 2 hydrogen peroxide"
"rn:R03723"	"(24R,24(1)R)-fucosterol-epoxide acetaldehyde-lyase (desmosterol-forming)"	"(24r,24(1)r)-fucosterol epoxide <=> desmosterol + acetaldehyde"
"rn:R03724"	"NONE"	"desmosterol + acceptor <=> 7-dehydrodesmosterol + reduced acceptor"
"rn:R03725"	"NONE"	"desmosterol + s-adenosyl-l-methionine <=> 24-methylenecholesterol + s-adenosyl-l-homocysteine"
"rn:R03726"	"S-Adenosyl-L-methionine:N6-(delta2-isopentenyl)-adenine 3-(3-amino-3-carboxypropyl)-transferase"	"s-adenosyl-l-methionine + n6-(delta2-isopentenyl)-adenine <=> 5'-methylthioadenosine + discadenine"
"rn:R03727"	"feruloyl-CoA:galactarate O-(hydroxycinnamoyl)transferase"	"feruloyl-coa + d-galactarate <=> coa + o-feruloylgalactarate"
"rn:R03728"	"Octadecanal alkane-lyase"	"octadecanal + oxygen + 2 nadph + 2 h(+) <=> heptadecane + formate + h2o + 2 nadp(+)"
"rn:R03731"	"S-Adenosyl-L-methionine:isoorientin 3'-O-methyltransferase"	"s-adenosyl-l-methionine + isoorientin <=> s-adenosyl-l-homocysteine + isoscoparine"
"rn:R03732"	"(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate dehydrogenase (NAD+, L-aminopentanoate-forming)"	"(2s)-2-{[1-(r)-carboxyethyl]amino}pentanoate + nad(+) + h2o <=> l-norvaline + pyruvate + nadh + h(+)"
"rn:R03733"	"L-Threonate:NAD+ 3-oxidoreductase"	"threonate + nad(+) <=> 3-dehydro-l-threonate + nadh + h(+)"
"rn:R03734"	"3,3',5-triiodo-L-thyronine,iodide:acceptor oxidoreductase (iodinating)"	"thyroxine + reduced acceptor <=> triiodothyronine + iodide + acceptor + h(+)"
"rn:R03735"	"(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate oxaloacetate-lyase (CoA-acylating)"	"(2s,3s)-2-hydroxytridecane-1,2,3-tricarboxylate + coa <=> lauroyl-coa + h2o + oxaloacetate"
"rn:R03736"	"Rifamycin-B:oxygen oxidoreductase"	"rifamycin b + oxygen <=> rifamycin o + hydrogen peroxide"
"rn:R03737"	"(6S)-6-Hydroxyhyoscyamine,2-oxoglutarate oxidoreductase (epoxide-forming)"	"(6s)-hydroxyhyoscyamine + 2-oxoglutarate + oxygen <=> scopolamine + succinate + co2 + h2o"
"rn:R03738"	"3-alpha(S)-Strictosidine tryptamine-lyase"	"3-alpha(s)-strictosidine + h2o <=> tryptamine + secologanin"
"rn:R03739"	"Stipitatonate carboxy-lyase (decyclizing)"	"stipitatonate + h2o <=> stipitatate + co2"
"rn:R03740"	"NONE"	"trichodiene <=> nivalenol"
"rn:R03742"	"Protoaphin-aglucone hydro-lyase (cyclizing)"	"protoaphin aglucone <=> xanthoaphin + h2o"
"rn:R03743"	"beta-Lactamhydrolase"	"beta-lactam + h2o <=> substituted beta-amino acid"
"rn:R03744"	"ATP:tau-protein O-phosphotransferase"	"atp + tau-protein <=> adp + o-phospho-tau-protein"
"rn:R03745"	"(+)-cis-Sabinol:NAD+ oxidoreductase"	"(+)-cis-sabinol + nad(+) <=> (+)-sabinone + nadh + h(+)"
"rn:R03746"	"S-Adenosyl-L-methionine:2-iodophenol O-methyltransferase"	"s-adenosyl-l-methionine + 2-iodophenol <=> s-adenosyl-l-homocysteine + 2-iodophenol methyl ether"
"rn:R03747"	"3-Oxododecanoate carboxy-lyase"	"3-oxododecanoic acid <=> 2-undecanone + co2"
"rn:R03748"	"3-Oxosteroid:(acceptor) delta1-oxidoreductase"	"3-oxosteroid + acceptor <=> 3-oxo-delta1-steroid + reduced acceptor"
