"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R00908"	"625-snap_masked-3893-ATH_3;3919-YGR019W_NumOfGenes_2"	" beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate"	"beta-alanine:2-oxoglutarate aminotransferase"	"K07250"	"path:map00250;path:map00280;path:map00410;path:map00640;path:map00650;path:map01100;path:map01120"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00410  beta-Alanine metabolism;sce00640  Propanoate metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments"	"rhea:30699"	"NA"	NA	"MNXR95862"	"1 `beta-alanine` + 1 `2-oxoglutarate` = 1 `3-oxopropanoate` + 1 `L-glutamate`"	"true"	"1 MNXM144@MNXD1 + 1 MNXM20@MNXD1 = 1 MNXM244@MNXD1 + 1 MNXM89557@MNXD1"	"2-oxoglutarate + beta-alanine => 3-oxopropanoate + L-glutamate;3-oxopropanoate + L-glutamate => 2-oxoglutarate + beta-alanine"	"yes"
"R01648"	"625-snap_masked-3893-ATH_3;3919-YGR019W_NumOfGenes_2"	" 4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate"	"4-aminobutanoate:2-oxoglutarate aminotransferase"	"K07250"	"path:map00250;path:map00280;path:map00410;path:map00640;path:map00650;path:map01100;path:map01120"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00410  beta-Alanine metabolism;sce00640  Propanoate metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments"	"rhea:23352"	"NA"	NA	"MNXR95186"	"1 `succinate semialdehyde` + 1 `L-glutamate` = 1 `4-aminobutanoate` + 1 `2-oxoglutarate`"	"true"	"1 MNXM172@MNXD1 + 1 MNXM89557@MNXD1 = 1 MNXM192@MNXD1 + 1 MNXM20@MNXD1"	"2-oxoglutarate + 4-aminobutanoate => L-glutamate + succinate semialdehyde;L-glutamate + succinate semialdehyde => 2-oxoglutarate + 4-aminobutanoate"	"yes"
"R04188"	"625-snap_masked-3893-ATH_3;3919-YGR019W_NumOfGenes_2"	" L-3-Aminoisobutanoate + 2-Oxoglutarate <=> (S)-Methylmalonate semialdehyde + L-Glutamate"	"L-3-amino-isobutanoate:2-oxoglutarate aminotransferase"	"K07250"	"path:map00250;path:map00280;path:map00410;path:map00640;path:map00650;path:map01100;path:map01120"	"sce00250  Alanine, aspartate and glutamate metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00410  beta-Alanine metabolism;sce00640  Propanoate metabolism;sce00650  Butanoate metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments"	"rhea:13993"	"NA"	NA	"MNXR125753"	"1 `2-oxoglutarate` + 1 `(S)-3-aminoisobutyric acid zwitterion` = 1 `2-methyl-3-oxopropanoate` + 1 `L-glutamate`"	"true"	"1 MNXM20@MNXD1 + 1 MNXM2053@MNXD1 = 1 MNXM305@MNXD1 + 1 MNXM89557@MNXD1"	"(S)-3-amino-2-methylpropanoate + 2-oxoglutarate => 2-methyl-3-oxopropanoate + L-glutamate;2-methyl-3-oxopropanoate + L-glutamate => (S)-3-amino-2-methylpropanoate + 2-oxoglutarate"	"yes"
"R02323"	"703-augustus_masked-CFC_2-43056;3863-YGL224C;7116-YOR155C"	" Nicotinamide D-ribonucleotide + H2O <=> Nicotinamide-beta-riboside + Orthophosphate"	"nicotinamide ribonucleotide phosphohydrolase"	"K18551"	"path:map00760"	"sce00760  Nicotinate and nicotinamide metabolism"	"rhea:30815"	"NA"	NA	"MNXR101970"	"1 `beta-nicotinamide D-riboside` + 1 `phosphate` = 1 `H2O` + 1 `beta-nicotinamide D-ribonucleotide`"	"true"	"1 MNXM1115@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM355@MNXD1"	"beta-nicotinamide D-ribonucleotide + H2O => beta-nicotinamide D-riboside + phosphate;beta-nicotinamide D-riboside + phosphate => beta-nicotinamide D-ribonucleotide + H2O"	"yes"
"R03346"	"703-augustus_masked-CFC_2-43056;3863-YGL224C;7116-YOR155C"	" Nicotinate D-ribonucleotide + H2O <=> Nicotinate D-ribonucleoside + Orthophosphate"	"nicotinate D-ribonucleotide phosphohydrolase"	"K18551"	"path:map00760"	"sce00760  Nicotinate and nicotinamide metabolism"	"rhea:30935"	"NA"	NA	"MNXR102027"	"1 `beta-D-ribosylnicotinate` + 1 `phosphate` = 1 `nicotinate beta-D-ribonucleotide` + 1 `H2O`"	"true"	"1 MNXM1915@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM194@MNXD1 + 1 MNXM2@MNXD1"	"H2O + nicotinate beta-D-ribonucleotide => beta-D-ribosylnicotinate + phosphate;beta-D-ribosylnicotinate + phosphate => H2O + nicotinate beta-D-ribonucleotide"	"yes"
"R10231"	"713-augustus_masked-CFC_2-43056;3882-YGL243W"	" tRNA(Ala) adenine + H2O <=> tRNA(Ala) hypoxanthine + Ammonia"	"tRNA(Ala)-adenine37 aminohydrolase"	"K15440"	NA	"NA  NA"	"rhea:50968"	"NA"	"MNXR113590"	"MNXR113590"	"1 `tRNA(Ala) adenine` + 1 `H2O` = 1 `tRNA(Ala) hypoxanthine` + 1 `NH4(+)`"	"NA"	"1 MNXM114733@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM114734@MNXD1 + 1 MNXM15@MNXD1"	"adenosine(37) in tRNA(Ala) + H2O + H(+) => inosine(37) in tRNA(Ala) + NH4(+);inosine(37) in tRNA(Ala) + NH4(+) => adenosine(37) in tRNA(Ala) + H2O + H(+)"	"yes"
"R05578"	"714-augustus_masked-CFC_2-43056;3884-YGL245W;6832-YOL033W"	" tRNA(Glu) + L-Glutamate + ATP <=> L-Glutamyl-tRNA(Glu) + Diphosphate + AMP"	"L-glutamate:tRNA(Glu) ligase (AMP-forming)"	"K01885"	"path:map00860;path:map00970;path:map01100;path:map01110;path:map01120"	"sce00860  Porphyrin and chlorophyll metabolism;sce00970  Aminoacyl-tRNA biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:18397"	"NA"	NA	"MNXR125964"	"1 `diphosphate` + 1 `AMP` + 1 `3'-(L-glutamate)adenylyl group` = 1 `ATP` + 1 `L-glutamate` + 1 `AMP 3'-end residue`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM14@MNXD1 + 1 MNXM145655@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM89557@MNXD1 + 1 MNXM90666@MNXD1"	"L-glutamate + ATP + tRNA(Glx) => L-glutamyl-tRNA(Glx) + AMP + diphosphate;L-glutamyl-tRNA(Glx) + AMP + diphosphate => L-glutamate + ATP + tRNA(Glx)"	"yes"
"R00191"	"716-augustus_masked-CFC_2-43056;3887-YGL248W;7318-YOR360C"	" 3',5'-Cyclic AMP + H2O <=> AMP"	"adenosine 3',5'-phosphate 5'-nucleotidohydrolase"	"K01120"	"path:map00230"	"sce00230  Purine metabolism"	"rhea:25277"	"NA"	NA	"MNXR95886"	"1 `H(+)` + 1 `AMP` = 1 `H2O` + 1 `3',5'-cyclic AMP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM14@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM243@MNXD1"	"3',5'-cyclic AMP + H2O => AMP + H(+);AMP + H(+) => 3',5'-cyclic AMP + H2O"	"yes"
"R01234"	"716-augustus_masked-CFC_2-43056;3887-YGL248W;7318-YOR360C"	" 3',5'-Cyclic GMP + H2O <=> GMP"	"Guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase"	"K01120"	"path:map00230"	"sce00230  Purine metabolism"	"rhea:16957"	"NA"	NA	"MNXR100078"	"1 `H(+)` + 1 `GMP` = 1 `H2O` + 1 `3',5'-cyclic GMP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM113@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM665@MNXD1"	"3',5'-cyclic GMP + H2O => GMP + H(+);GMP + H(+) => 3',5'-cyclic GMP + H2O"	"yes"
"R00299"	"719-augustus_masked-CFC_2-43056;1331-augustus_masked-CPG_1-7609;2325-YCL040W;3205-YDR516C_NumOfGenes_2;3641-YFR053C;3892-YGL253W_NumOfGenes_2;5904-YLR446W_NumOfGenes_2"	" ATP + D-Glucose <=> ADP + D-Glucose 6-phosphate"	"ATP:D-glucose 6-phosphotransferase"	"K00844"	"path:map00010;path:map00051;path:map00052;path:map00500;path:map00520;path:map00521;path:map00524;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map04066;path:map04910;path:map04930;path:map04973;path:map05230"	"sce00010  Glycolysis / Gluconeogenesis;sce00051  Fructose and mannose metabolism;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce00521  Streptomycin biosynthesis;sce00524  Neomycin, kanamycin and gentamicin biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04066  HIF-1 signaling pathway;sce04910  Insulin signaling pathway;sce04930  Type II diabetes mellitus;sce04973  Carbohydrate digestion and absorption;sce05230  Central carbon metabolism in cancer"	"rhea:17825"	"NA"	NA	"MNXR100612"	"1 `H(+)` + 1 `D-glucopyranose 6-phosphate` + 1 `ADP` = 1 `ATP` + 1 `D-glucose`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM160@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM41@MNXD1"	"D-glucose + ATP => D-glucose 6-phosphate + ADP + H(+);D-glucose 6-phosphate + ADP + H(+) => D-glucose + ATP"	"yes"
"R00760"	"719-augustus_masked-CFC_2-43056;1331-augustus_masked-CPG_1-7609;2325-YCL040W;3205-YDR516C_NumOfGenes_2;3641-YFR053C;3892-YGL253W_NumOfGenes_2;5904-YLR446W_NumOfGenes_2"	" ATP + D-Fructose <=> ADP + D-Fructose 6-phosphate"	"ATP:D-fructose 6-phosphotransferase"	"K00844"	"path:map00010;path:map00051;path:map00052;path:map00500;path:map00520;path:map00521;path:map00524;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map04066;path:map04910;path:map04930;path:map04973;path:map05230"	"sce00010  Glycolysis / Gluconeogenesis;sce00051  Fructose and mannose metabolism;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce00521  Streptomycin biosynthesis;sce00524  Neomycin, kanamycin and gentamicin biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04066  HIF-1 signaling pathway;sce04910  Insulin signaling pathway;sce04930  Type II diabetes mellitus;sce04973  Carbohydrate digestion and absorption;sce05230  Central carbon metabolism in cancer"	"rhea:16125"	"NA"	NA	"MNXR106668"	"1 `D-fructose` + 1 `ATP` = 1 `H(+)` + 1 `D-fructofuranose 6-phosphate` + 1 `ADP`"	"true"	"1 MNXM175@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM162235@MNXD1 + 1 MNXM7@MNXD1"	"D-fructose + ATP => D-fructofuranose 6-phosphate + ADP + H(+);D-fructofuranose 6-phosphate + ADP + H(+) => D-fructose + ATP"	"yes"
"R01326"	"719-augustus_masked-CFC_2-43056;1331-augustus_masked-CPG_1-7609;2325-YCL040W;3205-YDR516C_NumOfGenes_2;3641-YFR053C;3892-YGL253W_NumOfGenes_2;5904-YLR446W_NumOfGenes_2"	" ATP + D-Mannose <=> ADP + D-Mannose 6-phosphate"	"ATP:D-mannose 6-phosphotransferase"	"K00844"	"path:map00010;path:map00051;path:map00052;path:map00500;path:map00520;path:map00521;path:map00524;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map04066;path:map04910;path:map04930;path:map04973;path:map05230"	"sce00010  Glycolysis / Gluconeogenesis;sce00051  Fructose and mannose metabolism;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce00521  Streptomycin biosynthesis;sce00524  Neomycin, kanamycin and gentamicin biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04066  HIF-1 signaling pathway;sce04910  Insulin signaling pathway;sce04930  Type II diabetes mellitus;sce04973  Carbohydrate digestion and absorption;sce05230  Central carbon metabolism in cancer"	"rhea:11028"	"NA"	NA	"MNXR95795"	"1 `D-mannose` + 1 `ATP` = 1 `H(+)` + 1 `D-mannose 6-phosphate` + 1 `ADP`"	"true"	"1 MNXM182@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM427@MNXD1 + 1 MNXM7@MNXD1"	"D-mannose + ATP => D-mannose 6-phosphate + ADP + H(+);D-mannose 6-phosphate + ADP + H(+) => D-mannose + ATP"	"yes"
"R01961"	"719-augustus_masked-CFC_2-43056;1331-augustus_masked-CPG_1-7609;2325-YCL040W;3205-YDR516C_NumOfGenes_2;3641-YFR053C;3892-YGL253W_NumOfGenes_2;5904-YLR446W_NumOfGenes_2"	" ATP + D-Glucosamine <=> ADP + D-Glucosamine 6-phosphate"	"ATP:D-glucosamine 6-phosphotransferase"	"K00844"	"path:map00010;path:map00051;path:map00052;path:map00500;path:map00520;path:map00521;path:map00524;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map04066;path:map04910;path:map04930;path:map04973;path:map05230"	"sce00010  Glycolysis / Gluconeogenesis;sce00051  Fructose and mannose metabolism;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce00521  Streptomycin biosynthesis;sce00524  Neomycin, kanamycin and gentamicin biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04066  HIF-1 signaling pathway;sce04910  Insulin signaling pathway;sce04930  Type II diabetes mellitus;sce04973  Carbohydrate digestion and absorption;sce05230  Central carbon metabolism in cancer"	"rhea:10948"	"NA"	NA	"MNXR100613"	"1 `H(+)` + 1 `D-glucosamine 6-phosphate` + 1 `ADP` = 1 `ATP` + 1 `D-glucosamine`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM370@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM533@MNXD1"	"D-glucosamine + ATP => D-glucosamine 6-phosphate + ADP + H(+);D-glucosamine 6-phosphate + ADP + H(+) => D-glucosamine + ATP"	"yes"
"R08701"	"724-augustus_masked-CFC_2-43056;1348-augustus_masked-CPM_4-14657;3875-YGL236C_NumOfGenes_2;6081-YMR023C"	" tRNA containing 2-thiouridine + Glycine + Folinic acid + Reduced acceptor <=> tRNA containing 5-carboxymethylaminomethyl-2-thiouridine + Tetrahydrofolate + Acceptor + H2O"	"tRNA uridine 5-carboxymethylaminomethyl modification"	"K03495"	NA	"NA  NA"	"NA"	"NA"	"MNXR112216"	"MNXR112216"	"1 `5-formyltetrahydrofolate` + 1 `AH2` + 1 `glycine` + 1 `tRNA containing 2-thiouridine` = 1 `H2O` + 1 `tRNA containing 5-carboxymethylaminomethyl-2-thiouridine` + 1 `(6S)-5,6,7,8-tetrahydrofolate` + 1 `Oxidized donor`"	"NA"	"1 MNXM1392@MNXD1 + 1 MNXM24@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM7844@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM7846@MNXD1 + 1 MNXM79@MNXD1 + 1 MNXM8975@MNXD1"	NA	"not sure"
"R02239"	"731-augustus_masked-CPI_4-15898;2974-YDR284C;6228-YMR165C"	" Phosphatidate + H2O <=> 1,2-Diacyl-sn-glycerol + Orthophosphate"	"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase"	"K15728"	"path:map00561;path:map00564;path:map01100;path:map01110"	"sce00561  Glycerolipid metabolism;sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:16077"	"NA"	NA	NA	"a 1,2-diacylglycero-3-phosphate + H2O => a 1,2-diacyl-sn-glycerol + phosphate;a 1,2-diacyl-sn-glycerol + phosphate => a 1,2-diacylglycero-3-phosphate + H2O"	"true"	NA	"a 1,2-diacylglycero-3-phosphate + H2O => a 1,2-diacyl-sn-glycerol + phosphate;a 1,2-diacyl-sn-glycerol + phosphate => a 1,2-diacylglycero-3-phosphate + H2O"	"yes"
"R03646"	"735-augustus_masked-AIE_1-5050;3034-YDR341C;4347-YHR091C"	" ATP + L-Arginine + tRNA(Arg) <=> AMP + Diphosphate + L-Arginyl-tRNA(Arg)"	"L-Arginine:tRNA(Arg) ligase (AMP-forming)"	"K01887"	"path:map00970"	"sce00970  Aminoacyl-tRNA biosynthesis"	"rhea:20301"	"NA"	NA	"MNXR126040"	"1 `diphosphate` + 1 `AMP` + 1 `3'-(L-arginyl)adenylyl group` = 1 `ATP` + 1 `L-arginine` + 1 `AMP 3'-end residue`"	"true"	"1 MNXM11@MNXD1 + 1 MNXM14@MNXD1 + 1 MNXM146070@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM70@MNXD1 + 1 MNXM90666@MNXD1"	"L-arginine + ATP + tRNA(Arg) => L-arginyl-tRNA(Arg) + AMP + diphosphate;L-arginyl-tRNA(Arg) + AMP + diphosphate => L-arginine + ATP + tRNA(Arg)"	"yes"
"R00248"	"745-augustus_masked-YBR-7232;1430-augustus_masked-CPQ_4-15272;1833-YAL062W_NumOfGenes_2;2617-YDL171C;7331-YOR375C"	" L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+"	"L-Glutamate:NADP+ oxidoreductase (deaminating)"	"K00262"	"path:map00220;path:map00250;path:map00910;path:map01100"	"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00910  Nitrogen metabolism;sce01100  Metabolic pathways"	"rhea:11612"	"NA"	NA	"MNXR100086"	"1 `H(+)` + 1 `NH4(+)` + 1 `2-oxoglutarate` + 1 `NADPH` = 1 `H2O` + 1 `NADP(+)` + 1 `L-glutamate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM15@MNXD1 + 1 MNXM20@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM89557@MNXD1"	"L-glutamate + H2O + NADP(+) => 2-oxoglutarate + H(+) + NADPH + NH4(+);2-oxoglutarate + H(+) + NADPH + NH4(+) => L-glutamate + H2O + NADP(+)"	"yes"
"R00292"	"747-augustus_masked-CQS_4-6447;786-augustus_masked-AQA_4-7230;3599-YFR015C;4833-YJL137C;5350-YKR058W;5715-YLR258W"	" UDP-glucose + Amylose <=> UDP + Amylose"	"UDP-glucose:glycogen 4-alpha-D-glucosyltransferase"	"K00693"	"path:map00500;path:map01100;path:map04151;path:map04152;path:map04910;path:map04922;path:map04931"	"sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways;sce04151  PI3K-Akt signaling pathway;sce04152  AMPK signaling pathway;sce04910  Insulin signaling pathway;sce04922  Glucagon signaling pathway;sce04931  Insulin resistance"	"rhea:18549"	"NA"	"MNXR106454"	"MNXR125968"	"1 `H(+)` + 1 `UDP` + 1 `(1,4-alpha-D-glucosyl)n` = 1 `UDP-D-glucose` + 1 `(1,4-alpha-D-glucosyl)n`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM17@MNXD1 + 1 MNXM592@MNXD1 = 1 MNXM52@MNXD1 + 1 MNXM592@MNXD1"	"[(1->4)-alpha-D-glucosyl]n + UDP-alpha-D-glucose => [(1->4)-alpha-D-glucosyl]n+1 + H(+) + UDP;[(1->4)-alpha-D-glucosyl]n+1 + H(+) + UDP => [(1->4)-alpha-D-glucosyl]n + UDP-alpha-D-glucose"	"yes"
"R02722"	"759-augustus_masked-CPN_4-15699;3673-YGL026C"	" L-Serine + Indoleglycerol phosphate <=> L-Tryptophan + D-Glyceraldehyde 3-phosphate + H2O"	"L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]"	"K01694"	"path:map00260;path:map00400;path:map01100;path:map01110;path:map01130;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:10532"	"NA"	NA	"MNXR104343"	"1 `H2O` + 1 `D-glyceraldehyde 3-phosphate` + 1 `L-tryptophan` = 1 `L-serine` + 1 `(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate`"	"true"	"1 MNXM2@MNXD1 + 1 MNXM74@MNXD1 + 1 MNXM94@MNXD1 = 1 MNXM53@MNXD1 + 1 MNXM866@MNXD1"	"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine => D-glyceraldehyde 3-phosphate + L-tryptophan + H2O;D-glyceraldehyde 3-phosphate + L-tryptophan + H2O => (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine"	"yes"
"R04216"	"762-augustus_masked-CPN_4-15699;3669-YGL022W"	" Dolichyl diphosphooligosaccharide + Protein asparagine <=> Dolichyl diphosphate + Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine"	"dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccharidotransferase"	"K07151"	"path:map00510;path:map00513;path:map01100;path:map04141"	"sce00510  N-Glycan biosynthesis;sce00513  Various types of N-glycan biosynthesis;sce01100  Metabolic pathways;sce04141  Protein processing in endoplasmic reticulum"	"rhea:22980"	"NA"	NA	"MNXR126153"	"1 `H(+)` + 1 `an N(4)-(oligosaccharide-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl)-L-asparagine residue` + 1 `dolichyl diphosphate` = 1 `L-asparagine residue` + 1 `dolichyl diphosphooligosaccharide`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM163305@MNXD1 + 1 MNXM2370@MNXD1 = 1 MNXM59315@MNXD1 + 1 MNXM96359@MNXD1"	"L-asparaginyl-[protein] + a dolichyl diphosphooligosaccharide => N(4)-(oligosaccharide-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl)-L-asparaginy-[protein] + dolichyl diphosphate + H(+);N(4)-(oligosaccharide-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl)-L-asparaginy-[protein] + dolichyl diphosphate + H(+) => L-asparaginyl-[protein] + a dolichyl diphosphooligosaccharide"	"yes"
"R05976"	"762-augustus_masked-CPN_4-15699;3669-YGL022W"	"Protein asparagine + G00008 <=> Dolichyl diphosphate + G00009"	"NONE"	"K07151"	"path:map00510;path:map00513;path:map01100;path:map04141"	"sce00510  N-Glycan biosynthesis;sce00513  Various types of N-glycan biosynthesis;sce01100  Metabolic pathways;sce04141  Protein processing in endoplasmic reticulum"	"rhea:50348"	"NA"	"MNXR109968"	"MNXR129096"	"1 `alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol` + 1 `L-asparagine residue` = 1 `H(+)` + 1 `N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl residue` + 1 `dolichyl diphosphate`"	"true"	"1 MNXM147398@MNXD1 + 1 MNXM59315@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM163432@MNXD1 + 1 MNXM2370@MNXD1"	"alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + L-asparaginyl-[protein] => N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] + dolichyl diphosphate + H(+);N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] + dolichyl diphosphate + H(+) => alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + L-asparaginyl-[protein]"	"yes"
