"query"	"ko"	"orginal_s288c"
"1748-snap_masked-CDT_2-5315"	"K11427"	"YDR440W"
"1749-snap_masked-AQM_4-11146"	""	NA
"1750-snap_masked-CPN_4-15370"	"K15077"	"YNL230C"
"1751-snap_masked-BSL_4-12345"	""	NA
"1752-snap_masked-CEG_4-7331"	""	NA
"1753-snap_masked-CPN_4-15564"	""	NA
"1754-snap_masked-CGD_5-5418"	""	NA
"1755-snap_masked-ACL_7-7535"	""	NA
"1756-snap_masked-CQS_4-6420"	""	NA
"1757-snap_masked-CQS_4-6420"	""	NA
"1758-snap_masked-BBM_6-7261"	""	NA
"1759-snap_masked-CQS_4-6442"	""	NA
"1760-snap_masked-YAB-7556"	""	NA
"1761-snap_masked-CGD_5-5424"	""	NA
"1762-snap_masked-ANM_2-42027"	""	NA
"1763-snap_masked-CPN_4-15749"	""	NA
"1764-snap_masked-CPG_1-7550"	""	NA
"1765-snap_masked-CPQ_4-15088"	""	NA
"1766-snap_masked-AEF_8-5136"	""	NA
"1767-snap_masked-BCA_3-8244"	""	NA
"1768-YAL001C"	"K15204"	"YAL001C"
"1769-YAL002W"	"K20178"	"YAL002W"
"1770-YAL003W"	"K03232"	"YAL003W"
"1771-YAL005C_NumOfGenes_3"	"K03283"	"YLL024C;YAL005C;YER103W;YBL075C;YNL209W"
"1772-YAL007C"	"K14825"	"YAL007C;YOR016C"
"1773-YAL008W"	""	NA
"1774-YAL009W"	""	NA
"1775-YAL010C"	"K17774"	"YAL010C"
"1776-YAL011W"	"K11682"	"YAL011W"
"1777-YAL012W"	"K01758"	"YAL012W"
"1778-YAL013W"	""	NA
"1779-YAL014C"	"K08501"	"YAL014C"
"1780-YAL015C"	"K10773"	"YAL015C;YOL043C"
"1781-YAL016C-A"	""	NA
"1782-YAL016C-B"	""	NA
"1783-YAL016W"	"K03456"	"YAL016W"
"1784-YAL017W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"1785-YAL018C"	""	NA
"1786-YAL019W"	"K14439"	"YAL019W"
"1787-YAL019W-A"	""	NA
"1788-YAL020C"	"K15462"	"YAL020C"
"1789-YAL021C"	"K12603"	"YAL021C"
"1790-YAL022C"	"K15014"	"YAL022C"
"1791-YAL023C"	"K00728"	"YOR321W;YDL095W;YDR307W;YAL023C;YJR143C;YGR199W;YDL093W"
"1792-YAL024C"	"K06681"	"YAL024C"
"1793-YAL025C"	"K14831"	"YAL025C"
"1794-YAL026C"	"K14802"	"YAL026C"
"1795-YAL026C-A"	""	NA
"1796-YAL027W"	"K15080"	"YAL027W"
"1797-YAL028W"	""	NA
"1798-YAL029C"	"K10357"	"YOR326W;YAL029C"
"1799-YAL030W"	""	NA
"1800-YAL031C"	""	NA
"1801-YAL031W-A"	""	NA
"1802-YAL032C"	"K06063"	"YAL032C"
"1803-YAL033W"	"K03537"	"YAL033W"
"1804-YAL034C"	""	NA
"1805-YAL034C-B"	""	NA
"1806-YAL034W-A"	"K11559"	"YAL034W-A"
"1807-YAL035W"	"K03243"	"YAL035W"
"1808-YAL036C"	"K06944"	"YAL036C;YGR173W"
"1809-YAL037C-A"	""	NA
"1810-YAL037W"	""	NA
"1811-YAL038W_NumOfGenes_2"	"K00873"	"YAL038W;YOR347C"
"1812-YAL039C"	"K01764"	"YAL039C;YKL087C"
"1813-YAL040C"	"K06646"	"YAL040C"
"1814-YAL041W"	"K11236"	"YAL041W"
"1815-YAL042W_NumOfGenes_2"	"K20367"	"YAL042W"
"1816-YAL043C"	"K06100"	"YAL043C"
"1817-YAL044C"	"K02437"	"YAL044C"
"1818-YAL044W-A_NumOfGenes_2"	"K22066"	"YAL044W-A"
"1819-YAL046C"	"K22075"	"YAL046C"
"1820-YAL047C"	""	NA
"1821-YAL047W-A"	""	NA
"1822-YAL048C"	"K07870"	"YAL048C"
"1823-YAL049C"	""	NA
"1824-YAL051W"	""	NA
"1825-YAL053W"	""	NA
"1826-YAL054C"	"K01895"	"YAL054C;YLR153C"
"1827-YAL055W"	""	NA
"1828-YAL056W"	""	NA
"1829-YAL058W_NumOfGenes_2"	"K08054"	"YAL058W"
"1830-YAL059W_NumOfGenes_3"	""	NA
"1831-YAL060W"	"K00004"	"YAL060W;YAL061W"
"1832-YAL061W_NumOfGenes_2"	"K00004"	"YAL060W;YAL061W"
"1833-YAL062W_NumOfGenes_2"	"K00262"	"YOR375C;YAL062W"
"1834-YAL063C"	""	NA
"1835-YAL063C-A"	""	NA
"1836-YAL064C-A_NumOfGenes_2"	""	NA
"1837-YAL064W"	""	NA
"1838-YAL064W-B"	""	NA
"1839-YAL065C_NumOfGenes_2"	""	NA
"1840-YAL066W"	""	NA
"1841-YAL067C"	""	NA
"1842-YAL068W-A"	""	NA
"1843-YAL069W"	""	NA
"1844-YAR002C-A"	"K20346"	"YAR002C-A;YHR110W;YGL002W"
"1845-YAR002W"	"K18718"	"YAR002W"
"1846-YAR003W"	"K14961"	"YAR003W"
"1847-YAR007C"	"K07466"	"YAR007C"
"1848-YAR008W"	"K15323"	"YAR008W"
"1849-YAR014C"	""	NA
"1850-YAR015W"	"K01923"	"YAR015W"
"1851-YAR018C"	"K20872"	"YAR018C"
"1852-YAR019C"	"K06683"	"YAR019C"
"1853-YAR019W-A"	""	NA
"1854-YAR023C_NumOfGenes_2"	""	NA
"1855-YAR027W"	""	NA
"1856-YAR028W_NumOfGenes_2"	""	NA
"1857-YAR029W"	""	NA
"1858-YAR030C"	""	NA
"1859-YAR031W"	""	NA
"1860-YAR035C-A"	""	NA
"1861-YAR035W_NumOfGenes_2"	"K00624"	"YML042W;YAR035W;YER024W"
"1862-YAR042W"	"K20456"	"YAR042W;YDL019C"
"1863-YAR047C"	""	NA
"1864-YAR050W_NumOfGenes_3"	""	NA
"1865-YAR053W"	""	NA
"1866-YAR060C_NumOfGenes_2"	""	NA
"1867-YAR066W_NumOfGenes_3"	""	NA
"1868-YAR068W_NumOfGenes_3"	""	NA
"1869-YAR070C_NumOfGenes_2"	""	NA
"1870-YBL001C"	""	NA
"1871-YBL002W"	"K11252"	"YBL002W;YDR224C"
"1872-YBL003C"	"K11251"	"YDR225W;YBL003C;YOL012C"
"1873-YBL004W"	"K14772"	"YBL004W"
"1874-YBL005W"	""	NA
"1875-YBL006C_NumOfGenes_2"	"K11764"	"YBL006C"
"1876-YBL007C"	"K20046"	"YBL007C"
"1877-YBL008W"	"K11293"	"YBL008W;YOR038C"
"1878-YBL008W-A"	""	NA
"1879-YBL009W"	"K16315"	"YBL009W"
"1880-YBL010C"	""	NA
"1881-YBL011W"	"K13507"	"YKR067W;YBL011W"
"1882-YBL012C"	""	NA
"1883-YBL013W"	"K00604"	"YBL013W"
"1884-YBL014C"	"K15218"	"YBL014C"
"1885-YBL015W"	"K01067"	"YBL015W"
"1886-YBL016W"	"K04371"	"YBL016W;YGR040W"
"1887-YBL017C_NumOfGenes_2"	""	NA
"1888-YBL018C"	"K14528"	"YBL018C"
"1889-YBL019W"	"K10772"	"YBL019W"
"1890-YBL020W"	"K06316"	"YBL020W"
"1891-YBL021C"	""	NA
"1892-YBL022C"	"K08675"	"YBL022C"
"1893-YBL023C_NumOfGenes_2"	"K02540"	"YBL023C"
"1894-YBL024W_NumOfGenes_2"	"K15334"	"YBL024W"
"1895-YBL025W_NumOfGenes_2"	"K15221"	"YBL025W"
"1896-YBL026W_NumOfGenes_2"	""	NA
"1897-YBL027W_NumOfGenes_2"	"K02885"	"YBR084C-A;YBL027W"
"1898-YBL028C_NumOfGenes_2"	""	NA
"1899-YBL029C-A_NumOfGenes_2"	""	NA
"1900-YBL029W_NumOfGenes_2"	""	NA
"1901-YBL030C_NumOfGenes_2"	"K05863"	"YBL030C;YBR085W;YMR056C"
"1902-YBL031W_NumOfGenes_2"	""	NA
"1903-YBL032W_NumOfGenes_2"	"K18738"	"YBL032W;YBR233W"
"1904-YBL033C_NumOfGenes_2"	"K01497"	"YBL033C"
"1905-YBL034C_NumOfGenes_2"	""	NA
"1906-YBL035C_NumOfGenes_2"	"K02321"	"YBL035C"
"1907-YBL036C_NumOfGenes_2"	"K06997"	"YBL036C"
"1908-YBL037W_NumOfGenes_2"	"K11824"	"YBL037W"
"1909-YBL038W_NumOfGenes_2"	""	NA
"1910-YBL039C_NumOfGenes_3"	"K01937"	"YBL039C;YJR103W"
"1911-YBL039W-B"	""	NA
"1912-YBL040C_NumOfGenes_2"	""	NA
"1913-YBL041W_NumOfGenes_2"	"K02732"	"YBL041W"
"1914-YBL042C_NumOfGenes_2"	""	NA
"1915-YBL043W_NumOfGenes_2"	""	NA
"1916-YBL044W"	""	NA
"1917-YBL045C_NumOfGenes_2"	"K00414"	"YBL045C"
"1918-YBL046W_NumOfGenes_2"	""	NA
"1919-YBL047C_NumOfGenes_2"	"K12472"	"YBL047C"
"1920-YBL048W"	""	NA
"1921-YBL049W_NumOfGenes_2"	""	NA
"1922-YBL050W_NumOfGenes_2"	""	NA
"1923-YBL051C_NumOfGenes_2"	""	NA
"1924-YBL052C_NumOfGenes_3"	"K11378"	"YBL052C"
"1925-YBL054W_NumOfGenes_2"	""	NA
"1926-YBL055C_NumOfGenes_2"	"K03424"	"YBL055C"
"1927-YBL056W_NumOfGenes_2"	"K14803"	"YBL056W;YER089C"
"1928-YBL057C_NumOfGenes_2"	"K04794"	"YBL057C"
"1929-YBL058W_NumOfGenes_2"	"K14012"	"YBL058W"
"1930-YBL059C-A_NumOfGenes_2"	""	NA
"1931-YBL059W"	""	NA
"1932-YBL060W_NumOfGenes_2"	""	NA
"1933-YBL061C_NumOfGenes_3"	"K07126"	"YBL061C;YDL203C;YER096W"
"1934-YBL063W_NumOfGenes_2"	"K10398"	"YBL063W"
"1935-YBL064C"	"K03386"	"YDR453C;YBL064C;YML028W"
"1936-YBL065W"	""	NA
"1937-YBL066C"	""	NA
"1938-YBL067C"	"K11872"	"YER098W;YBL067C"
"1939-YBL068W"	"K00948"	"YOL061W;YHL011C;YER099C;YBL068W;YKL181W"
"1940-YBL069W_NumOfGenes_2"	""	NA
"1941-YBL070C"	""	NA
"1942-YBL071C"	""	NA
"1943-YBL071C-B"	""	NA
"1944-YBL071W-A"	"K15455"	"YBL071W-A"
"1945-YBL073W"	""	NA
"1946-YBL074C"	"K13205"	"YBL074C"
"1947-YBL075C"	"K03283"	"YLL024C;YAL005C;YER103W;YBL075C;YNL209W"
"1948-YBL076C"	"K01870"	"YPL040C;YBL076C"
"1949-YBL077W"	""	NA
"1950-YBL078C"	"K08341"	"YBL078C"
"1951-YBL079W"	"K14312"	"YBL079W;YER105C"
"1952-YBL080C"	"K02434"	"YBL080C"
"1953-YBL081W"	""	NA
"1954-YBL082C_NumOfGenes_2"	"K03845"	"YBL082C"
"1955-YBL084C"	"K03350"	"YBL084C"
"1956-YBL085W"	""	NA
"1957-YBL086C"	""	NA
"1958-YBL087C"	"K02894"	"YER117W;YBL087C"
"1959-YBL088C"	"K04728"	"YBL088C"
"1960-YBL089W"	""	NA
"1961-YBL090W"	"K17415"	"YBL090W"
"1962-YBL091C"	"K01265"	"YLR244C;YBL091C"
"1963-YBL091C-A"	""	NA
"1964-YBL092W"	"K02912"	"YBL092W"
"1965-YBL093C"	"K15138"	"YBL093C"
"1966-YBL095W_NumOfGenes_2"	""	NA
"1967-YBL096C"	""	NA
"1968-YBL097W"	"K06676"	"YBL097W"
"1969-YBL098W"	"K00486"	"YBL098W"
"1970-YBL099W_NumOfGenes_2"	"K02132"	"YBL099W"
"1971-YBL100W-C"	""	NA
"1972-YBL101C"	"K20060"	"YBL101C;YPR030W"
"1973-YBL102W"	""	NA
"1974-YBL103C"	""	NA
"1975-YBL104C"	"K20407"	"YBL104C"
"1976-YBL105C"	"K02677"	"YBL105C"
"1977-YBL106C"	"K08518"	"YBL106C;YPR032W"
"1978-YBL107C"	""	NA
"1979-YBL108C-A_NumOfGenes_18"	""	NA
"1980-YBL108W"	""	NA
"1981-YBL109W"	""	NA
"1982-YBR001C"	"K01194"	"YPR026W;YBR001C;YDR001C"
"1983-YBR002C"	"K11778"	"YBR002C;YMR101C"
"1984-YBR003W"	"K05355"	"YBR003W"
"1985-YBR004C"	"K07542"	"YBR004C"
"1986-YBR005W"	""	NA
"1987-YBR006W"	"K00135"	"YBR006W"
"1988-YBR007C"	""	NA
"1989-YBR008C"	"K08158"	"YBR008C"
"1990-YBR009C_NumOfGenes_2"	"K11254"	"YNL030W;YBR009C"
"1991-YBR010W"	"K11253"	"YBR010W;YNL031C"
"1992-YBR011C"	"K01507"	"YMR267W;YBR011C"
"1993-YBR012C"	""	NA
"1994-YBR013C"	""	NA
"1995-YBR014C"	""	NA
"1996-YBR015C"	"K05535"	"YBR015C"
"1997-YBR016W"	""	NA
"1998-YBR017C"	""	NA
"1999-YBR018C"	"K00965"	"YBR018C"
"2000-YBR019C"	"K01784"	"YBR019C"
"2001-YBR020W"	"K00849"	"YDR009W;YBR020W"
"2002-YBR021W"	""	NA
"2003-YBR022W"	"K15529"	"YBR022W"
"2004-YBR023C"	"K00698"	"YNL192W;YBR023C;YBR038W"
"2005-YBR024W"	"K07152"	"YBR024W;YBR037C"
"2006-YBR025C"	"K19788"	"YBR025C;YHL014C"
"2007-YBR026C"	"K07512"	"YBR026C"
"2008-YBR027C"	""	NA
"2009-YBR028C"	"K22008"	"YBR028C"
"2010-YBR029C"	"K00981"	"YBR029C"
"2011-YBR030W"	""	NA
"2012-YBR032W"	""	NA
"2013-YBR033W"	""	NA
"2014-YBR034C"	"K11434"	"YBR034C"
"2015-YBR035C"	"K00275"	"YBR035C"
"2016-YBR036C"	"K22722"	NA
"2017-YBR037C"	"K07152"	"YBR024W;YBR037C"
"2018-YBR038W_NumOfGenes_2"	"K00698"	"YNL192W;YBR023C;YBR038W"
"2019-YBR039W_NumOfGenes_2"	"K02136"	"YBR039W"
"2020-YBR040W"	""	NA
"2021-YBR041W"	""	NA
"2022-YBR042C"	""	NA
"2023-YBR043C"	""	NA
"2024-YBR044C"	""	NA
"2025-YBR045C_NumOfGenes_2"	"K12770"	"YBR045C"
"2026-YBR046C"	"K00344"	"YBR046C"
"2027-YBR047W"	""	NA
"2028-YBR048W_NumOfGenes_2"	""	NA
"2029-YBR049C"	"K09424"	"YBR049C;YDR026C"
"2030-YBR050C"	""	NA
"2031-YBR051W"	""	NA
"2032-YBR052C"	""	NA
"2033-YBR053C"	""	NA
"2034-YBR054W"	""	NA
"2035-YBR055C"	"K12855"	"YBR055C"
"2036-YBR056W"	""	NA
"2037-YBR056W-A_NumOfGenes_2"	""	NA
"2038-YBR057C"	""	NA
"2039-YBR058C"	"K11836"	"YBR058C"
"2040-YBR058C-A"	""	NA
"2041-YBR059C"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"2042-YBR060C"	"K02604"	"YBR060C"
"2043-YBR061C"	"K14864"	"YBR061C"
"2044-YBR062C"	""	NA
"2045-YBR063C_NumOfGenes_2"	""	NA
"2046-YBR065C"	"K12872"	"YBR065C"
"2047-YBR066C"	""	NA
"2048-YBR067C"	""	NA
"2049-YBR069C_NumOfGenes_3"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"2050-YBR070C_NumOfGenes_2"	"K07441"	"YBR070C"
"2051-YBR071W_NumOfGenes_2"	""	NA
"2052-YBR072C-A"	""	NA
"2053-YBR072W_NumOfGenes_2"	"K13993"	"YBR072W;YDR171W"
"2054-YBR073W"	"K10877"	"YBR073W"
"2055-YBR074W"	""	NA
"2056-YBR076C-A"	""	NA
"2057-YBR076W"	""	NA
"2058-YBR077C"	""	NA
"2059-YBR078W"	""	NA
"2060-YBR079C"	"K03254"	"YBR079C"
"2061-YBR080C"	"K06027"	"YBR080C"
"2062-YBR081C"	"K11359"	"YBR081C"
"2063-YBR082C"	""	NA
"2064-YBR083W"	"K09448"	"YBR083W"
"2065-YBR084C-A"	""	NA
"2066-YBR084W"	"K00288"	"YGR204W;YBR084W"
"2067-YBR085C-A"	""	NA
"2068-YBR085W"	"K05863"	"YBL030C;YBR085W;YMR056C"
"2069-YBR086C"	"K19327"	"YBR086C"
"2070-YBR087W"	"K10756"	"YNL290W;YBR087W"
"2071-YBR088C_NumOfGenes_2"	"K04802"	"YBR088C"
"2072-YBR089C-A"	""	NA
"2073-YBR090C"	""	NA
"2074-YBR091C_NumOfGenes_2"	"K17793"	"YBR091C"
"2075-YBR092C"	"K01078"	"YHR215W;YBR092C;YDL024C;YBR093C;YAR071W"
"2076-YBR093C"	"K01078"	"YHR215W;YBR092C;YDL024C;YBR093C;YAR071W"
"2077-YBR094W"	""	NA
"2078-YBR095C"	""	NA
"2079-YBR096W"	""	NA
"2080-YBR097W"	"K08333"	"YBR097W"
"2081-YBR098W_NumOfGenes_2"	""	NA
"2082-YBR101C"	"K09562"	NA
"2083-YBR102C"	"K19986"	"YBR102C"
"2084-YBR103C-A"	""	NA
"2085-YBR103W"	"K04508"	"YBR103W"
"2086-YBR104W"	"K15109"	"YOR100C;YBR104W;YPR058W"
"2087-YBR105C"	""	NA
"2088-YBR106W"	""	NA
"2089-YBR107C"	""	NA
"2090-YBR108W"	""	NA
"2091-YBR109C"	"K02183"	"YBR109C"
"2092-YBR109W-A"	""	NA
"2093-YBR110W"	"K03842"	"YBR110W"
"2094-YBR111C"	"K01515"	"YBR111C"
"2095-YBR111W-A"	""	NA
"2096-YBR112C"	"K06665"	"YBR112C"
"2097-YBR113W"	""	NA
"2098-YBR114W"	"K15083"	"YBR114W"
"2099-YBR115C"	"K00143"	"YBR115C"
"2100-YBR116C"	""	NA
"2101-YBR117C"	"K00615"	"YPR074C;YBR117C"
"2102-YBR119W"	""	NA
"2103-YBR120C"	"K17663"	"YBR120C"
"2104-YBR121C_NumOfGenes_2"	"K01880"	"YPR081C;YBR121C"
"2105-YBR122C"	""	NA
"2106-YBR123C"	"K15202"	"YBR123C"
"2107-YBR124W"	""	NA
"2108-YBR125C"	"K19705"	"YBR125C"
"2109-YBR126C"	"K00697"	"YBR126C"
"2110-YBR126W-A_NumOfGenes_2"	""	NA
"2111-YBR127C"	"K02147"	"YBR127C"
"2112-YBR128C"	"K08335"	"YBR128C"
"2113-YBR129C"	""	NA
"2114-YBR130C"	"K18737"	"YBR130C"
"2115-YBR131W_NumOfGenes_2"	"K21156"	"YBR131W"
"2116-YBR132C"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"2117-YBR133C"	"K02516"	"YBR133C"
"2118-YBR134W"	""	NA
"2119-YBR135W"	"K02219"	"YBR135W"
"2120-YBR136W"	"K02543"	"YBR136W"
"2121-YBR137W"	""	NA
"2122-YBR138C"	""	NA
"2123-YBR139W"	"K13289"	"YMR297W;YBR139W"
"2124-YBR140C"	""	NA
"2125-YBR141C_NumOfGenes_2"	"K18849"	"YBR141C"
"2126-YBR142W"	"K14805"	"YBR142W"
"2127-YBR143C"	"K03265"	"YBR143C"
"2128-YBR144C"	""	NA
"2129-YBR145W"	"K13953"	"YOL086C;YMR303C;YBR145W;YMR083W"
"2130-YBR146W"	"K02996"	"YBR146W"
"2131-YBR147W"	""	NA
"2132-YBR148W"	""	NA
"2133-YBR149W"	"K00063"	"YBR149W"
"2134-YBR150C"	""	NA
"2135-YBR151W"	""	NA
"2136-YBR152W"	""	NA
"2137-YBR153W"	"K14654"	"YBR153W"
"2138-YBR154C"	"K03013"	"YBR154C"
"2139-YBR155W"	""	NA
"2140-YBR156C"	""	NA
"2141-YBR157C"	""	NA
"2142-YBR158W"	"K15081"	"YBR158W"
"2143-YBR159W"	"K10251"	"YBR159W"
"2144-YBR160W"	"K04563"	"YBR160W"
"2145-YBR161W"	"K22721"	NA
"2146-YBR162C"	""	NA
"2147-YBR162W-A"	""	NA
"2148-YBR163W"	"K17815"	"YBR163W"
"2149-YBR164C"	"K07942"	"YBR164C"
"2150-YBR165W"	""	NA
"2151-YBR166C"	"K00211"	"YBR166C"
"2152-YBR167C"	"K14526"	"YBR167C"
"2153-YBR168W"	""	NA
"2154-YBR169C"	"K09485"	"YBR169C;YPL106C"
"2155-YBR170C"	"K14015"	"YBR170C"
"2156-YBR171W"	"K12273"	"YBR171W"
"2157-YBR172C"	"K18730"	"YBR172C;YPL105C"
"2158-YBR173C"	"K11599"	"YBR173C"
"2159-YBR175W_NumOfGenes_2"	"K14963"	"YBR175W"
"2160-YBR176W"	"K00606"	"YBR176W"
"2161-YBR177C"	"K07019"	"YBR177C;YPL095C;YMR210W"
"2162-YBR178W"	""	NA
"2163-YBR179C"	"K06030"	"YBR179C"
"2164-YBR180W"	""	NA
"2165-YBR181C"	""	NA
"2166-YBR182C"	"K19807"	"YBR182C"
"2167-YBR182C-A"	""	NA
"2168-YBR183W"	"K05848"	"YBR183W"
"2169-YBR184W"	""	NA
"2170-YBR185C"	"K17801"	"YBR185C"
"2171-YBR186W"	"K22399"	NA
"2172-YBR187W"	""	NA
"2173-YBR188C"	""	NA
"2174-YBR189W_NumOfGenes_2"	""	NA
"2175-YBR190W_NumOfGenes_2"	""	NA
"2176-YBR191W"	""	NA
"2177-YBR192W"	"K15116"	"YBR192W"
"2178-YBR193C"	"K15130"	"YBR193C"
"2179-YBR194W"	""	NA
"2180-YBR195C"	""	NA
"2181-YBR196C"	"K01810"	"YBR196C"
"2182-YBR196C-A"	""	NA
"2183-YBR196C-B"	""	NA
"2184-YBR197C"	""	NA
"2185-YBR198C"	"K03130"	"YBR198C"
"2186-YBR199W"	"K03854"	"YBR199W;YIL085C;YJL139C;YKR061W;YNL029C"
"2187-YBR200W"	"K11237"	"YBR200W"
"2188-YBR200W-A"	""	NA
"2189-YBR201C-A"	""	NA
"2190-YBR201W"	"K13989"	"YBR201W;YDR411C"
"2191-YBR202W"	"K02210"	"YBR202W"
"2192-YBR203W"	""	NA
"2193-YBR204C"	""	NA
"2194-YBR205W"	"K10967"	"YBR205W;YOR099W;YDR483W"
"2195-YBR206W"	""	NA
"2196-YBR207W"	"K07243"	"YER145C;YBR207W"
"2197-YBR208C"	"K14541"	"YBR208C"
"2198-YBR209W"	""	NA
"2199-YBR210W"	"K20368"	"YBR210W;YGL054C"
"2200-YBR211C"	"K11556"	"YBR211C"
"2201-YBR212W"	""	NA
"2202-YBR213W"	"K02304"	"YBR213W"
"2203-YBR214W"	""	NA
"2204-YBR215W"	""	NA
"2205-YBR216C"	""	NA
"2206-YBR217W"	"K08336"	"YBR217W"
"2207-YBR218C"	"K01958"	"YGL062W;YBR218C"
"2208-YBR219C"	""	NA
"2209-YBR220C"	""	NA
"2210-YBR221C"	"K00162"	"YBR221C"
"2211-YBR221W-A"	""	NA
"2212-YBR222C"	"K22133"	"YBR222C"
"2213-YBR223C_NumOfGenes_2"	"K10862"	"YBR223C"
"2214-YBR224W"	""	NA
"2215-YBR225W"	""	NA
"2216-YBR226C"	""	NA
"2217-YBR227C"	"K03544"	"YBR227C"
"2218-YBR228W"	"K15078"	"YBR228W"
"2219-YBR229C"	"K05546"	"YBR229C"
"2220-YBR230C"	""	NA
"2221-YBR230W-A"	""	NA
"2222-YBR231C"	""	NA
"2223-YBR233W_NumOfGenes_2"	"K18738"	"YBL032W;YBR233W"
"2224-YBR233W-A"	"K11568"	"YBR233W-A"
"2225-YBR234C"	"K05757"	"YBR234C"
"2226-YBR235W"	"K14429"	"YBR235W"
"2227-YBR236C"	"K00565"	"YBR236C"
"2228-YBR237W"	"K12811"	"YBR237W"
"2229-YBR238C"	""	NA
"2230-YBR239C"	""	NA
"2231-YBR240C"	""	NA
"2232-YBR241C"	""	NA
"2233-YBR242W"	"K07023"	"YBR242W;YGL101W"
"2234-YBR243C"	"K01001"	"YBR243C"
"2235-YBR244W"	"K00432"	"YBR244W;YKL026C;YIR037W"
"2236-YBR245C"	"K11654"	"YBR245C;YOR304W"
"2237-YBR246W"	"K17868"	"YBR246W"
"2238-YBR247C"	"K14797"	"YBR247C"
"2239-YBR248C"	"K01663"	"YBR248C"
"2240-YBR249C"	"K01626"	"YBR249C;YDR035W"
"2241-YBR250W"	""	NA
"2242-YBR251W"	"K02988"	"YBR251W"
"2243-YBR252W"	"K01520"	"YBR252W"
"2244-YBR253W"	"K15140"	"YBR253W"
"2245-YBR254C"	"K20301"	"YBR254C"
"2246-YBR255C-A"	""	NA
"2247-YBR255W"	""	NA
"2248-YBR256C"	"K00793"	"YBR256C"
"2249-YBR257W"	"K03538"	"YBR257W"
"2250-YBR258C"	"K14969"	"YBR258C"
"2251-YBR259W"	""	NA
"2252-YBR260C"	"K20643"	"YBR260C"
"2253-YBR261C"	"K16219"	"YBR261C"
"2254-YBR262C"	"K17787"	"YBR262C"
"2255-YBR263W"	"K00600"	"YBR263W;YLR058C"
"2256-YBR264C"	"K07976"	"YNL093W;YBR264C"
"2257-YBR265W"	"K04708"	"YBR265W"
"2258-YBR267W_NumOfGenes_2"	"K14816"	"YBR267W;YLR387C"
"2259-YBR268W"	"K17435"	"YBR268W"
"2260-YBR269C"	""	NA
"2261-YBR270C"	""	NA
"2262-YBR271W"	""	NA
"2263-YBR272C"	""	NA
"2264-YBR273C"	""	NA
"2265-YBR274W"	"K02216"	"YBR274W"
"2266-YBR275C"	"K11118"	"YBR275C"
"2267-YBR276C"	"K04459"	"YBR276C"
"2268-YBR278W_NumOfGenes_2"	"K03506"	"YBR278W;YJL065C"
"2269-YBR279W"	"K15174"	"YBR279W"
"2270-YBR280C"	"K15072"	"YBR280C"
"2271-YBR281C"	"K14262"	"YBR281C"
"2272-YBR282W"	"K17422"	"YBR282W"
"2273-YBR283C"	"K10956"	"YLR378C;YBR283C"
"2274-YBR284W"	""	NA
"2275-YBR285W"	""	NA
"2276-YBR286W"	"K01264"	"YBR286W"
"2277-YBR287W"	"K07088"	"YBR287W;YLR152C;YNL095C;YOR092W"
"2278-YBR288C"	"K12398"	"YBR288C"
"2279-YBR289W"	"K11648"	"YBR289W"
"2280-YBR290W"	""	NA
"2281-YBR291C"	"K15100"	"YBR291C;YJR095W"
"2282-YBR292C"	""	NA
"2283-YBR293W"	""	NA
"2284-YBR294W"	"K14708"	"YBR294W;YLR092W"
"2285-YBR295W"	"K01533"	"YBR295W"
"2286-YBR296C"	"K14640"	"YBR296C"
"2287-YBR296C-A"	""	NA
"2288-YBR297W"	""	NA
"2289-YBR298C_NumOfGenes_2"	"K08141"	"YDL247W;YBR298C;YGR289C;YJR160C"
"2290-YCL001W"	""	NA
"2291-YCL001W-A"	""	NA
"2292-YCL001W-B"	""	NA
"2293-YCL002C"	""	NA
"2294-YCL004W"	"K00995"	"YCL004W"
"2295-YCL005W"	""	NA
"2296-YCL005W-A_NumOfGenes_2"	""	NA
"2297-YCL008C_NumOfGenes_2"	"K12183"	"YCL008C"
"2298-YCL009C_NumOfGenes_2"	"K01653"	"YCL009C"
"2299-YCL010C_NumOfGenes_2"	"K11364"	"YCL010C"
"2300-YCL011C_NumOfGenes_2"	""	NA
"2301-YCL012C"	""	NA
"2302-YCL014W"	""	NA
"2303-YCL016C"	"K11271"	"YCL016C"
"2304-YCL017C"	"K04487"	"YCL017C"
