"","masterID","formula","EC","keggID"
"4627","20065","2'-deoxymugineate + 2-oxoglutarate + O2 => 3-epihydroxy-2'-deoxymugineate + CO2 + H(+) + succinate","1.14.11.25","R07187"
"4628","20065","3-epihydroxy-2'-deoxymugineate + CO2 + H(+) + succinate => 2'-deoxymugineate + 2-oxoglutarate + O2","1.14.11.25","R07187"
"4629","20069","(Z)-phenylacetaldehyde oxime => H2O + phenylacetonitrile","4.99.1.7","R07638"
"4630","20069","H2O + phenylacetonitrile => (Z)-phenylacetaldehyde oxime","4.99.1.7","R07638"
"4631","20073","D-allothreonine => acetaldehyde + glycine","4.1.2.42","R08196"
"4632","20073","acetaldehyde + glycine => D-allothreonine","4.1.2.42","R08196"
"4633","20077","S-adenosyl-L-methionine + guanosine(18) in tRNA => 2'-O-methylguanosine(18) in tRNA + S-adenosyl-L-homocysteine + H(+)","2.1.1.34","R02917"
"4634","20077","2'-O-methylguanosine(18) in tRNA + S-adenosyl-L-homocysteine + H(+) => S-adenosyl-L-methionine + guanosine(18) in tRNA","2.1.1.34","R02917"
"4635","20081","N-methylhexanamide + H2O => hexanoate + methylamine","3.5.1.39","R03620"
"4636","20081","hexanoate + methylamine => N-methylhexanamide + H2O","3.5.1.39","R03620"
"4637","20085","a flavonol 3-O-beta-D-glucoside + malonyl-CoA => a flavonol 3-O-(6-O-malonyl-beta-D-glucoside) + CoA","2.3.1.116","R04356"
"4638","20085","a flavonol 3-O-(6-O-malonyl-beta-D-glucoside) + CoA => a flavonol 3-O-beta-D-glucoside + malonyl-CoA","2.3.1.116","R04356"
"4639","20089","L-leucine + acetyl-CoA => N-acetyl-L-leucine + CoA + H(+)","2.3.1.66","R01089"
"4640","20089","N-acetyl-L-leucine + CoA + H(+) => L-leucine + acetyl-CoA","2.3.1.66","R01089"
"4641","20097","D-mannonate => 2-dehydro-3-deoxy-D-gluconate + H2O","4.2.1.8","R05606"
"4642","20097","2-dehydro-3-deoxy-D-gluconate + H2O => D-mannonate","4.2.1.8","R05606"
"4643","20101","[protein]-L-cysteine + a long-chain fatty acid + ATP => [protein]-S-(long-chain fatty acyl)-L-cysteine + AMP + diphosphate","6.2.1.19","R01407"
"4644","20101","[protein]-S-(long-chain fatty acyl)-L-cysteine + AMP + diphosphate => [protein]-L-cysteine + a long-chain fatty acid + ATP","6.2.1.19","R01407"
"4645","20105","beta-D-fructose 6-phosphate + ADP => beta-D-fructose 1,6-bisphosphate + AMP + H(+)","2.7.1.146","R05805"
"4646","20105","beta-D-fructose 1,6-bisphosphate + AMP + H(+) => beta-D-fructose 6-phosphate + ADP","2.7.1.146","R05805"
"4647","20109","alpha-D-ribose 1,5-bisphosphate + ATP => 5-phospho-alpha-D-ribose 1-diphosphate + ADP","2.7.4.23","R06836"
"4648","20109","5-phospho-alpha-D-ribose 1-diphosphate + ADP => alpha-D-ribose 1,5-bisphosphate + ATP","2.7.4.23","R06836"
"4649","20113","beta-D-glucose 1-phosphate => beta-D-glucose 6-phosphate","5.4.2.6","R02728"
"4650","20113","beta-D-glucose 6-phosphate => beta-D-glucose 1-phosphate","5.4.2.6","R02728"
"4651","20117","L-rhamnulose + ATP => L-rhamnulose 1-phosphate + ADP + H(+)","2.7.1.5","R03014"
"4652","20117","L-rhamnulose 1-phosphate + ADP + H(+) => L-rhamnulose + ATP","2.7.1.5","R03014"
"4653","20121","L-glutamine + ATP + tRNA(Gln) => L-glutaminyl-tRNA(Gln) + AMP + diphosphate","6.1.1.18","R03652"
"4654","20121","L-glutaminyl-tRNA(Gln) + AMP + diphosphate => L-glutamine + ATP + tRNA(Gln)","6.1.1.18","R03652"
"4655","20125","H(+) + NADP(+) + 2 reduced [2Fe-2S]-[ferredoxin] => NADPH + 2 oxidized [2Fe-2S]-[ferredoxin]","1.18.1.7","R01195"
"4656","20125","NADPH + 2 oxidized [2Fe-2S]-[ferredoxin] => H(+) + NADP(+) + 2 reduced [2Fe-2S]-[ferredoxin]","1.18.1.7","R01195"
"4657","20129","AMP + H2O => D-ribose 5-phosphate + adenine","3.2.2.4","R00182"
"4658","20129","D-ribose 5-phosphate + adenine => AMP + H2O","3.2.2.4","R00182"
"4659","20133","3-(indol-3-yl)lactate + NAD(+) => H(+) + indole-3-pyruvate + NADH","1.1.1.110","R01971"
"4660","20133","H(+) + indole-3-pyruvate + NADH => 3-(indol-3-yl)lactate + NAD(+)","1.1.1.110","R01971"
"4661","20137","10-deacetylbaccatin III + acetyl-CoA => baccatin III + CoA","2.3.1.167","R06311"
"4662","20137","baccatin III + CoA => 10-deacetylbaccatin III + acetyl-CoA","2.3.1.167","R06311"
"4663","20141","an S-alkyl-L-cysteine S-oxide => 2-aminoprop-2-enoate + an S-alkyl sulfenate","4.4.1.4","R03901"
"4664","20141","2-aminoprop-2-enoate + an S-alkyl sulfenate => an S-alkyl-L-cysteine S-oxide","4.4.1.4","R03901"
"4665","20145","2-(3-amino-3-carboxypropyl)-L-histidine + S-adenosyl-L-methionine => 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine + S-adenosyl-L-homocysteine + H(+)","NA","NA"
"4666","20145","2-[3-carboxy-3-(methylammonio)propyl]-L-histidine + S-adenosyl-L-homocysteine + H(+) => 2-(3-amino-3-carboxypropyl)-L-histidine + S-adenosyl-L-methionine","NA","NA"
"4667","20149","H(+) + NADPH + O2 + quinine => 3-hydroxyquinine + H2O + NADP(+)","1.14.13.67","R05727"
"4668","20149","3-hydroxyquinine + H2O + NADP(+) => H(+) + NADPH + O2 + quinine","1.14.13.67","R05727"
"4669","20153","L-arabinose + ATP => beta-L-arabinose 1-phosphate + ADP + H(+)","2.7.1.46","R01754"
"4670","20153","beta-L-arabinose 1-phosphate + ADP + H(+) => L-arabinose + ATP","2.7.1.46","R01754"
"4671","20157","2n [Fe(III)cytochrome c] + a polyvinyl alcohol => 2n [Fe(II)cytochrome c] + an oxidized polyvinyl alcohol + 2n H(+)","1.1.2.6","R03136"
"4672","20157","2n [Fe(II)cytochrome c] + an oxidized polyvinyl alcohol + 2n H(+) => 2n [Fe(III)cytochrome c] + a polyvinyl alcohol","1.1.2.6","R03136"
"4673","20161","alpha-D-galactosyl-(1->3)-1D-myo-inositol + sucrose => myo-inositol + raffinose","2.4.1.82","R02411"
"4674","20161","myo-inositol + raffinose => alpha-D-galactosyl-(1->3)-1D-myo-inositol + sucrose","2.4.1.82","R02411"
"4675","20165","N(5)-acyl-L-ornithine ester + H2O => N(5)-acyl-L-ornithine + an alcohol + H(+)","3.1.1.48","R04070"
"4676","20165","N(5)-acyl-L-ornithine + an alcohol + H(+) => N(5)-acyl-L-ornithine ester + H2O","3.1.1.48","R04070"
"4677","20169","H(+) + NADPH + O2 + tetradecanoyl-CoA => (11E)-tetradecenoyl-CoA + 2 H2O + NADP(+)","NA","R07216"
"4678","20169","(11E)-tetradecenoyl-CoA + 2 H2O + NADP(+) => H(+) + NADPH + O2 + tetradecanoyl-CoA","NA","R07216"
"4679","20173","H(+) + NADH + O2 + tetradecanoyl-CoA => (11E)-tetradecenoyl-CoA + 2 H2O + NAD(+)","NA","R05321"
"4680","20173","(11E)-tetradecenoyl-CoA + 2 H2O + NAD(+) => H(+) + NADH + O2 + tetradecanoyl-CoA","NA","R05321"
"4681","20177","pyridoxine + UDP-D-glucose => 5'-O-beta-D-glucosylpyridoxine + H(+) + UDP","2.4.1.160","R01912"
"4682","20177","5'-O-beta-D-glucosylpyridoxine + H(+) + UDP => pyridoxine + UDP-D-glucose","2.4.1.160","R01912"
"4683","20185","a CMP-N-acyl-beta-neuraminate + H2O => an N-acylneuraminate + CMP + H(+)","3.1.4.40","R02598"
"4684","20185","an N-acylneuraminate + CMP + H(+) => a CMP-N-acyl-beta-neuraminate + H2O","3.1.4.40","R02598"
"4685","20189","5,6-dihydrouracil + NAD(+) => H(+) + NADH + uracil","1.3.1.1","R00977"
"4686","20189","H(+) + NADH + uracil => 5,6-dihydrouracil + NAD(+)","1.3.1.1","R00977"
"4687","20193","(R)-mevalonate + NADP(+) => H(+) + mevaldate + NADPH","1.1.1.33","R02247"
"4688","20193","H(+) + mevaldate + NADPH => (R)-mevalonate + NADP(+)","1.1.1.33","R02247"
"4689","20197","heparosan-N-sulfate D-glucuronate => heparan-N-sulfate D-iduronate","5.1.3.17","R04389"
"4690","20197","heparan-N-sulfate D-iduronate => heparosan-N-sulfate D-glucuronate","5.1.3.17","R04389"
"4691","20201","L-phenylalanine + ATP + H2O => D-phenylalanine + AMP + diphosphate + H(+)","5.1.1.11","R00686"
"4692","20201","D-phenylalanine + AMP + diphosphate + H(+) => L-phenylalanine + ATP + H2O","5.1.1.11","R00686"
"4693","20205","methylazoxymethanol + UDP-D-glucose => cycasin + H(+) + UDP","2.4.1.171","R03547"
"4694","20205","cycasin + H(+) + UDP => methylazoxymethanol + UDP-D-glucose","2.4.1.171","R03547"
"4695","20209","ATP + xylitol => ADP + H(+) + xylitol 5-phosphate","2.7.1.122","R02136"
"4696","20209","ADP + H(+) + xylitol 5-phosphate => ATP + xylitol","2.7.1.122","R02136"
"4697","20213","[glycine-cleavage complex H protein]-N(6)-octanoyl-L-lysine + [lipoyl-carrier protein]-L-lysine => [glycine-cleavage complex H protein]-L-lysine + [lipoyl-carrier protein]-N(6)-octanoyl-L-lysine","2.3.1.204","NA"
"4698","20213","[glycine-cleavage complex H protein]-L-lysine + [lipoyl-carrier protein]-N(6)-octanoyl-L-lysine => [glycine-cleavage complex H protein]-N(6)-octanoyl-L-lysine + [lipoyl-carrier protein]-L-lysine","2.3.1.204","NA"
"4699","20217","H(+) + trimethylamine N-oxide => dimethylamine + formaldehyde","4.1.2.32","R02512"
"4700","20217","dimethylamine + formaldehyde => H(+) + trimethylamine N-oxide","4.1.2.32","R02512"
"4701","20221","(6S)-5,6,7,8-tetrahydrofolate + ATP + formate => (6S)-10-formyltetrahydrofolate + ADP + phosphate","6.3.4.3","R00943"
"4702","20221","(6S)-10-formyltetrahydrofolate + ADP + phosphate => (6S)-5,6,7,8-tetrahydrofolate + ATP + formate","6.3.4.3","R00943"
"4703","20225","S-adenosyl-L-methionine + trans-caffeate => S-adenosyl-L-homocysteine + ferulate + H(+)","2.1.1.68","R03366"
"4704","20225","S-adenosyl-L-homocysteine + ferulate + H(+) => S-adenosyl-L-methionine + trans-caffeate","2.1.1.68","R03366"
"4705","20229","2,3-dihydroxybenzoate + ATP + H(+) => 2,3-dihydroxybenzoyl 5'-adenylate + diphosphate","2.7.7.58","R01504"
"4706","20229","2,3-dihydroxybenzoyl 5'-adenylate + diphosphate => 2,3-dihydroxybenzoate + ATP + H(+)","2.7.7.58","R01504"
"4707","20233","a 7beta-hydroxysteroid + NADP(+) => a 7-oxosteroid + H(+) + NADPH","1.1.1.201","R03753"
"4708","20233","a 7-oxosteroid + H(+) + NADPH => a 7beta-hydroxysteroid + NADP(+)","1.1.1.201","R03753"
"4709","20241","S-adenosyl-L-methionine + nicotinate => N-methylnicotinate + S-adenosyl-L-homocysteine","2.1.1.7","R01721"
"4710","20241","N-methylnicotinate + S-adenosyl-L-homocysteine => S-adenosyl-L-methionine + nicotinate","2.1.1.7","R01721"
"4711","20245","ATP + streptomycin => 3''-adenylylstreptomycin + diphosphate","2.7.7.47","R02226"
"4712","20245","3''-adenylylstreptomycin + diphosphate => ATP + streptomycin","2.7.7.47","R02226"
"4713","20249","L-alanine => D-alanine","5.1.1.1","R00401"
"4714","20249","D-alanine => L-alanine","5.1.1.1","R00401"
"4715","20253","(2R,3S)-2,3-dimethylmalate => dimethylmaleate + H2O","4.2.1.85","R03069"
"4716","20253","dimethylmaleate + H2O => (2R,3S)-2,3-dimethylmalate","4.2.1.85","R03069"
"4717","20257","3-methyloxindole + NADP(+) => 3-methyleneoxindole + H(+) + NADPH","1.3.1.17","R03930"
"4718","20257","3-methyleneoxindole + H(+) + NADPH => 3-methyloxindole + NADP(+)","1.3.1.17","R03930"
"4719","20265","2-oxoglutarate + L-proline + O2 => cis-3-hydroxy-L-proline + CO2 + succinate","1.14.11.28","R09572"
"4720","20265","cis-3-hydroxy-L-proline + CO2 + succinate => 2-oxoglutarate + L-proline + O2","1.14.11.28","R09572"
"4721","20269","4-(4-deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate => 2 5-dehydro-4-deoxy-D-glucuronate","4.2.2.6","R04382"
"4722","20269","2 5-dehydro-4-deoxy-D-glucuronate => 4-(4-deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate","4.2.2.6","R04382"
"4723","20273","(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + L-phenylalanine + O2 => 4a-hydroxy-L-erythro-5,6,7,8-tetrahydrobiopterin + L-tyrosine","1.14.16.1","R07211"
"4724","20273","4a-hydroxy-L-erythro-5,6,7,8-tetrahydrobiopterin + L-tyrosine => (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + L-phenylalanine + O2","1.14.16.1","R07211"
"4725","20277","acetyl-CoA + an N-hydroxyarylamine => an N-acetoxyarylamine + CoA","2.3.1.118","R08386"
"4726","20277","an N-acetoxyarylamine + CoA => acetyl-CoA + an N-hydroxyarylamine","2.3.1.118","R08386"
"4727","20281","3'-phosphoadenylyl sulfate + desulfoglucotropeolin => adenosine 3',5'-bisphosphate + glucotropeolin + H(+)","2.8.2.24","R03214"
"4728","20281","adenosine 3',5'-bisphosphate + glucotropeolin + H(+) => 3'-phosphoadenylyl sulfate + desulfoglucotropeolin","2.8.2.24","R03214"
"4729","20285","beta-D-galactopyranosyl-(1->3)-N-acetyl-D-glucosamine + phosphate => N-acetyl-D-glucosamine + alpha-D-galactose 1-phosphate","2.4.1.211","R05326"
"4730","20285","N-acetyl-D-glucosamine + alpha-D-galactose 1-phosphate => beta-D-galactopyranosyl-(1->3)-N-acetyl-D-glucosamine + phosphate","2.4.1.211","R05326"
"4731","20289","acetyl-CoA + H2O => acetate + CoA + H(+)","3.1.2.1","R00227"
"4732","20289","acetate + CoA + H(+) => acetyl-CoA + H2O","3.1.2.1","R00227"
"4733","20293","3-(3,5-diiodo-4-hydroxyphenyl)lactate + NAD(+) => 3-(3,5-diiodo-4-hydroxyphenyl)pyruvate + H(+) + NADH","1.1.1.96","R03431"
"4734","20293","3-(3,5-diiodo-4-hydroxyphenyl)pyruvate + H(+) + NADH => 3-(3,5-diiodo-4-hydroxyphenyl)lactate + NAD(+)","1.1.1.96","R03431"
"4735","20297","an anilide + H2O => a carboxylate + aniline + H(+)","3.5.1.13","R01862"
"4736","20297","a carboxylate + aniline + H(+) => an anilide + H2O","3.5.1.13","R01862"
"4737","20301","L-arginine + ATP + tRNA(Arg) => L-arginyl-tRNA(Arg) + AMP + diphosphate","6.1.1.19","R03646"
"4738","20301","L-arginyl-tRNA(Arg) + AMP + diphosphate => L-arginine + ATP + tRNA(Arg)","6.1.1.19","R03646"
"4739","20305","4-hydroxybenzaldehyde + H2O + NAD(+) => 4-hydroxybenzoate + 2 H(+) + NADH","1.2.1.64","R01293"
"4740","20305","4-hydroxybenzoate + 2 H(+) + NADH => 4-hydroxybenzaldehyde + H2O + NAD(+)","1.2.1.64","R01293"
"4741","20309","2 H2O2 => 2 H2O + O2","1.11.1.6","R00009"
"4742","20309","2 H2O + O2 => 2 H2O2","1.11.1.6","R00009"
"4743","20313","1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP => 1D-myo-inositol hexakisphosphate + ADP + H(+)","2.7.1.158","R05202"
"4744","20313","1D-myo-inositol hexakisphosphate + ADP + H(+) => 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ATP","2.7.1.158","R05202"
"4745","20317","L-proline + NADP(+) => 1-pyrroline-2-carboxylate + H(+) + NADPH","1.5.1.1","R01249"
"4746","20317","1-pyrroline-2-carboxylate + H(+) + NADPH => L-proline + NADP(+)","1.5.1.1","R01249"
"4747","20321","L-proline + NAD(+) => 1-pyrroline-2-carboxylate + H(+) + NADH","1.5.1.1","R01246"
"4748","20321","1-pyrroline-2-carboxylate + H(+) + NADH => L-proline + NAD(+)","1.5.1.1","R01246"
"4749","20325","N-hydroxy-4-acetylaminobiphenyl => N-acetoxy-4-aminobiphenyl","2.3.1.56","R04271"
"4750","20325","N-acetoxy-4-aminobiphenyl => N-hydroxy-4-acetylaminobiphenyl","2.3.1.56","R04271"
"4751","20333","[acetyl-CoA carboxylase]-L-serine + ATP => [acetyl-CoA carboxylase]-O-phospho-L-serine + ADP + H(+)","2.7.11.27","R03272"
"4752","20333","[acetyl-CoA carboxylase]-O-phospho-L-serine + ADP + H(+) => [acetyl-CoA carboxylase]-L-serine + ATP","2.7.11.27","R03272"
"4753","20337","(R)-2-O-sulfolactate + H2O => (R)-lactate + H(+) + sulfate","3.1.6.17","R01448"
"4754","20337","(R)-lactate + H(+) + sulfate => (R)-2-O-sulfolactate + H2O","3.1.6.17","R01448"
"4755","20341","sn-glycerol 3-phosphate + UDP-alpha-D-galactose => 1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate + H(+) + UDP","2.4.1.96","R00854"
"4756","20341","1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate + H(+) + UDP => sn-glycerol 3-phosphate + UDP-alpha-D-galactose","2.4.1.96","R00854"
"4757","20345","[thioredoxin]-dithiol + NADP(+) => [thioredoxin]-disulfide + H(+) + NADPH","1.8.1.9","R02016"
"4758","20345","[thioredoxin]-disulfide + H(+) + NADPH => [thioredoxin]-dithiol + NADP(+)","1.8.1.9","R02016"
"4759","20357","3-phenylpropanoate + H(+) + NADH + O2 => 3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD(+)","1.14.12.19","R06782"
"4760","20357","3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD(+) => 3-phenylpropanoate + H(+) + NADH + O2","1.14.12.19","R06782"
"4761","20365","S-adenosyl-L-methionine + phosphoethanolamine => N-methylethanolamine phosphate + S-adenosyl-L-homocysteine + H(+)","2.1.1.103","R02037"
"4762","20365","N-methylethanolamine phosphate + S-adenosyl-L-homocysteine + H(+) => S-adenosyl-L-methionine + phosphoethanolamine","2.1.1.103","R02037"
"4763","20369","betaine aldehyde + H2O + O2 => betaine + H2O2 + H(+)","NA","R08211"
"4764","20369","betaine + H2O2 + H(+) => betaine aldehyde + H2O + O2","NA","R08211"
"4765","20373","ATP + CoA + propanoate => AMP + diphosphate + propanoyl-CoA","6.2.1.17","R00925"
"4766","20373","AMP + diphosphate + propanoyl-CoA => ATP + CoA + propanoate","6.2.1.17","R00925"
"4767","20377","3alpha-hydroxy-5alpha-androstan-17-one + NADP(+) => 5alpha-androstane-3,17-dione + H(+) + NADPH","1.1.1.209","R02477"
"4768","20377","5alpha-androstane-3,17-dione + H(+) + NADPH => 3alpha-hydroxy-5alpha-androstan-17-one + NADP(+)","1.1.1.209","R02477"
"4769","20381","3alpha-hydroxy-5alpha-androstan-17-one + NAD(+) => 5alpha-androstane-3,17-dione + H(+) + NADH","1.1.1.209","R02476"
"4770","20381","5alpha-androstane-3,17-dione + H(+) + NADH => 3alpha-hydroxy-5alpha-androstan-17-one + NAD(+)","1.1.1.209","R02476"
"4771","20385","(2R,3R)-dihydroquercetin + H(+) + NADH + O2 => (2R,3R)-2,3-dihydrogossypetin + H2O + NAD(+)","1.14.13.19","R03638"
"4772","20385","(2R,3R)-2,3-dihydrogossypetin + H2O + NAD(+) => (2R,3R)-dihydroquercetin + H(+) + NADH + O2","1.14.13.19","R03638"
"4773","20389","(2R,3R)-dihydroquercetin + H(+) + NADPH + O2 => (2R,3R)-2,3-dihydrogossypetin + H2O + NADP(+)","1.14.13.19","R03637"
"4774","20389","(2R,3R)-2,3-dihydrogossypetin + H2O + NADP(+) => (2R,3R)-dihydroquercetin + H(+) + NADPH + O2","1.14.13.19","R03637"
"4775","20393","S-acetylphosphopantotheine + holo-[citrate lyase ACP] => D-pantetheine 4'-phosphate + acetyl-[citrate lyase ACP]","2.3.1.49","R04588"
"4776","20393","D-pantetheine 4'-phosphate + acetyl-[citrate lyase ACP] => S-acetylphosphopantotheine + holo-[citrate lyase ACP]","2.3.1.49","R04588"
"4777","20397","O-succinyl-L-homoserine + L-cysteine => L-cystathionine + H(+) + succinate","2.5.1.48","R03260"
"4778","20397","L-cystathionine + H(+) + succinate => O-succinyl-L-homoserine + L-cysteine","2.5.1.48","R03260"
"4779","20405","N-acetyl-LL-2,6-diaminopimelate + H2O => LL-2,6-diaminopimelate + acetate","3.5.1.47","R02733"
"4780","20405","LL-2,6-diaminopimelate + acetate => N-acetyl-LL-2,6-diaminopimelate + H2O","3.5.1.47","R02733"
"4781","20409","alpha-D-glucose 1-phosphate + riboflavin => D-glucose + FMN","2.7.1.42","R00550"
"4782","20409","D-glucose + FMN => alpha-D-glucose 1-phosphate + riboflavin","2.7.1.42","R00550"
"4783","20417","Oplophorus luciferin + O2 => CO2 + hnu + oxidized Oplophorus luciferin","1.13.12.13","R07128"
"4784","20417","CO2 + hnu + oxidized Oplophorus luciferin => Oplophorus luciferin + O2","1.13.12.13","R07128"
"4785","20421","alpha-maltose 6'-phosphate + H2O => D-glucose + D-glucose 6-phosphate","3.2.1.122","R00838"
"4786","20421","D-glucose + D-glucose 6-phosphate => alpha-maltose 6'-phosphate + H2O","3.2.1.122","R00838"
"4787","20425","2-oxoglutarate + ATP + hydrogencarbonate => ADP + H(+) + oxalosuccinate + phosphate","6.4.1.7","R08201"
"4788","20425","ADP + H(+) + oxalosuccinate + phosphate => 2-oxoglutarate + ATP + hydrogencarbonate","6.4.1.7","R08201"
"4789","20429","S-adenosyl-L-methionine + apigenin => S-adenosyl-L-homocysteine + acacetin + H(+)","2.1.1.75","R03571"
"4790","20429","S-adenosyl-L-homocysteine + acacetin + H(+) => S-adenosyl-L-methionine + apigenin","2.1.1.75","R03571"
"4791","20433","NAD(+) + xylitol => D-xylulose + H(+) + NADH","1.1.1.9","R01896"
"4792","20433","D-xylulose + H(+) + NADH => NAD(+) + xylitol","1.1.1.9","R01896"
"4793","20437","5D-5-O-methyl-chiro-inositol + NADP(+) => 2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone + H(+) + NADPH","1.1.1.142","R03498"
"4794","20437","2D-5-O-methyl-2,3,5/4,6-pentahydroxycyclohexanone + H(+) + NADPH => 5D-5-O-methyl-chiro-inositol + NADP(+)","1.1.1.142","R03498"
"4795","20441","L-cysteine + O2 => 3-sulfino-L-alanine + H(+)","1.13.11.20","R00893"
"4796","20441","3-sulfino-L-alanine + H(+) => L-cysteine + O2","1.13.11.20","R00893"
"4797","20445","L-arogenate + oxaloacetate => L-aspartate + prephenate","2.6.1.78","R01731"
"4798","20445","L-aspartate + prephenate => L-arogenate + oxaloacetate","2.6.1.78","R01731"
"4799","20449","5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one + O2 => 5-amino-4-chloro-2-(2-hydroxymuconoyl)pyridazin-3(2H)-one + 2 H(+)","1.13.11.36","R04602"
"4800","20449","5-amino-4-chloro-2-(2-hydroxymuconoyl)pyridazin-3(2H)-one + 2 H(+) => 5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one + O2","1.13.11.36","R04602"
"4801","20453","scopoletin + UDP-D-glucose => H(+) + scopolin + UDP","2.4.1.128","R03594"
"4802","20453","H(+) + scopolin + UDP => scopoletin + UDP-D-glucose","2.4.1.128","R03594"
"4803","20457","D-arabinose + NAD(+) => D-arabinono-1,4-lactone + H(+) + NADH","1.1.1.116","R01574"
"4804","20457","D-arabinono-1,4-lactone + H(+) + NADH => D-arabinose + NAD(+)","1.1.1.116","R01574"
"4805","20465","hyaluronann + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan]n + H(+) + UDP","2.4.1.212","NA"
"4806","20465","N-acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan]n + H(+) + UDP => hyaluronann + UDP-N-acetyl-alpha-D-glucosamine","2.4.1.212","NA"
"4807","20469","H2O + IMP => D-ribose 5-phosphate + hypoxanthine","3.2.2.12","R01128"
"4808","20469","D-ribose 5-phosphate + hypoxanthine => H2O + IMP","3.2.2.12","R01128"
"4809","20473","(R)-lipoyl-AMP + [lipoyl-carrier protein]-L-lysine => [lipoyl-carrier protein]-(R)-N(6)-lipoyl-L-lysine + AMP + 2 H(+)","NA","R07771"
"4810","20473","[lipoyl-carrier protein]-(R)-N(6)-lipoyl-L-lysine + AMP + 2 H(+) => (R)-lipoyl-AMP + [lipoyl-carrier protein]-L-lysine","NA","R07771"
"4811","20481","3'-phosphoadenylyl sulfate + coelenterazine h => adenosine 3',5'-bisphosphate + H(+) + luciferyl sulfate","2.8.2.10","R03138"
