"Abbreviation"	"Description"	"Reaction"	"Description_new"	"GPR"	"Lower bound"	"Upper bound"	"Objective"	"EC Number"	"References"	"KEGG ID"	"Subsystem_new"	"Subsystem_early_version"	"system_consistence"	"reaction_early_version"	"subsystem_consistence"	"reaction_consistence"
"r_0629"	"IPS phospholipase C"	"s_0807[m] + s_1133[m]  -> s_0492[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide B' (C26)[m]  -> ceramide-2' (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0630"	"IPS phospholipase C"	"s_0807[m] + s_1124[m]  -> s_0483[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide B (C24)[m]  -> ceramide-2 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0631"	"IPS phospholipase C"	"s_0807[m] + s_1127[m]  -> s_0486[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide B (C26)[m]  -> ceramide-2 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0632"	"IPS phospholipase C"	"s_0807[m] + s_1136[m]  -> s_0495[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide C (C24)[m]  -> ceramide-3 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0633"	"IPS phospholipase C"	"s_0807[m] + s_1139[m]  -> s_0498[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide C (C26)[m]  -> ceramide-3 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0634"	"IPS phospholipase C"	"s_0807[m] + s_1142[m]  -> s_0501[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide D (C24)[m]  -> ceramide-4 (C24)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0635"	"IPS phospholipase C"	"s_0807[m] + s_1145[m]  -> s_0504[m] + s_1112[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + mannosylinositol phosphorylceramide D (C26)[m]  -> ceramide-4 (C26)[m] + mannose-1D-myo-inositol 1-phosphate[m]"	TRUE	FALSE
"r_0636"	"IPS phospholipase C"	"s_0807[m] + s_0863[m]  -> s_0477[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide A (C24)[m]  -> ceramide-1 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0637"	"IPS phospholipase C"	"s_0807[m] + s_0866[m]  -> s_0480[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide A (C26)[m]  -> ceramide-1 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0638"	"IPS phospholipase C"	"s_0807[m] + s_0875[m]  -> s_0489[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide B' (C24)[m]  -> ceramide-2' (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0639"	"IPS phospholipase C"	"s_0807[m] + s_0878[m]  -> s_0492[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide B' (C26)[m]  -> ceramide-2' (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0640"	"IPS phospholipase C"	"s_0807[m] + s_0869[m]  -> s_0483[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide B (C24)[m]  -> ceramide-2 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0641"	"IPS phospholipase C"	"s_0807[m] + s_0872[m]  -> s_0486[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide B (C26)[m]  -> ceramide-2 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0642"	"IPS phospholipase C"	"s_0807[m] + s_0881[m]  -> s_0495[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide C (C24)[m]  -> ceramide-3 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0643"	"IPS phospholipase C"	"s_0807[m] + s_0884[m]  -> s_0498[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide C (C26)[m]  -> ceramide-3 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0644"	"IPS phospholipase C"	"s_0807[m] + s_0887[m]  -> s_0501[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide D (C24)[m]  -> ceramide-4 (C24)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0645"	"IPS phospholipase C"	"s_0807[m] + s_0890[m]  -> s_0504[m] + s_1110[m]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"17880915; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[m] + inositol phosphomannosylinositol phosphoceramide D (C26)[m]  -> ceramide-4 (C26)[m] + mannose-(1D-myo-inositol 1-phosphate)2[m]"	TRUE	FALSE
"r_0646"	"IPS phospholipase C"	"s_0804[er] + s_0894[er]  -> s_0127[er] + s_0475[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide A (C24)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C24)[er]"	TRUE	FALSE
"r_0647"	"IPS phospholipase C"	"s_0804[er] + s_0897[er]  -> s_0127[er] + s_0478[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide A (C26)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-1 (C26)[er]"	TRUE	FALSE
"r_0648"	"IPS phospholipase C"	"s_0804[er] + s_0906[er]  -> s_0127[er] + s_0487[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide B' (C24)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-2' (C24)[er]"	TRUE	FALSE
"r_0649"	"IPS phospholipase C"	"s_0804[er] + s_0909[er]  -> s_0127[er] + s_0490[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide B' (C26)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-2' (C26)[er]"	TRUE	FALSE
"r_0650"	"IPS phospholipase C"	"s_0804[er] + s_0900[er]  -> s_0127[er] + s_0481[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide B (C24)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-2 (C24)[er]"	TRUE	FALSE
"r_0651"	"IPS phospholipase C"	"s_0804[er] + s_0903[er]  -> s_0127[er] + s_0484[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide B (C26)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-2 (C26)[er]"	TRUE	FALSE
"r_0652"	"IPS phospholipase C"	"s_0804[er] + s_0912[er]  -> s_0127[er] + s_0493[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide C (C24)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-3 (C24)[er]"	TRUE	FALSE
"r_0653"	"IPS phospholipase C"	"s_0804[er] + s_0915[er]  -> s_0127[er] + s_0496[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide C (C26)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-3 (C26)[er]"	TRUE	FALSE
"r_0654"	"IPS phospholipase C"	"s_0804[er] + s_0918[er]  -> s_0127[er] + s_0499[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide D (C24)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-4 (C24)[er]"	TRUE	FALSE
"r_0655"	"IPS phospholipase C"	"s_0804[er] + s_0921[er]  -> s_0127[er] + s_0502[er]"	"       "	"YER019W"	"0"	"1000"	"0"	"3.1.4.-"	"11006294; 18296751"	NA	"sphingolipid metabolism ( sce00600 )"	"sphingolipid metabolism ( sce00600 )"	TRUE	"H2O[er] + inositol-P-ceramide D (C26)[er]  -> 1D-myo-inositol 1-phosphate[er] + ceramide-4 (C26)[er]"	TRUE	FALSE
"r_0656"	"isoamyl acetate-hydrolyzing esterase"	"s_0803[c] + s_0927[c]  -> s_0362[c] + s_0794[c] + s_0929[c]"	"         "	"YOR126C"	"0"	"1000"	"0"	"3.1.-.-"	"10855721"	NA	"complex alcohol metabolism"	"complex alcohol metabolism"	TRUE	"H2O[c] + isoamyl acetate[c]  -> acetate[c] + H+[c] + isoamylol[c]"	TRUE	FALSE
"r_0657"	"isobutyl acetate-hydrolyzing esterase"	"s_0803[c] + s_0935[c]  -> s_0362[c] + s_0794[c] + s_0932[c]"	"         "	"YOR126C"	"0"	"1000"	"0"	"3.1.-.-"	"10855721"	NA	"complex alcohol metabolism"	"complex alcohol metabolism"	TRUE	"H2O[c] + isobutyl acetate[c]  -> acetate[c] + H+[c] + isobutanol[c]"	TRUE	FALSE
"r_0658"	"isocitrate dehydrogenase (NAD+)"	"s_0941[m] + s_1200[m]  -> s_0182[m] + s_0460[m] + s_1205[m]"	"         "	"( YNL037C and YOR136W )"	"0"	"1000"	"0"	"1.1.1.41"	"1644826"	"R00709"	"citrate cycle (tca cycle) ( sce00020 )"	"citrate cycle (tca cycle) ( sce00020 )"	TRUE	"isocitrate[m] + NAD[m]  -> 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m]"	TRUE	FALSE
"r_0659"	"isocitrate dehydrogenase (NADP)"	"s_0940[c] + s_1207[c]  <=> s_0180[c] + s_0456[c] + s_1212[c]"	"         "	"YLR174W"	"-1000"	"1000"	"0"	"1.1.1.42"	"9175438"	NA	"citrate cycle (tca cycle) ( sce00020 )"	"citrate cycle (tca cycle) ( sce00020 )"	TRUE	"isocitrate[c] + NADP(+)[c]  <=> 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]"	TRUE	FALSE
"r_0661"	"isocitrate dehydrogenase (NADP+), peroxisomal"	"s_0942[p] + s_1211[p]  -> s_0184[p] + s_0462[p] + s_1215[p]"	"         "	"YNL009W"	"0"	"1000"	"0"	"1.1.1.42"	"9175438"	"R00267"	"citrate cycle (tca cycle) ( sce00020 )"	"citrate cycle (tca cycle) ( sce00020 )"	TRUE	"isocitrate[p] + NADP(+)[p]  -> 2-oxoglutarate[p] + carbon dioxide[p] + NADPH[p]"	TRUE	FALSE
"r_0662"	"isocitrate lyase"	"s_0940[c]  -> s_0779[c] + s_1458[c]"	"     "	"YER065C"	"0"	"1000"	"0"	"4.1.3.1; 4.1.3.30"	NA	"R00479"	"glyoxylate and dicarboxylate metabolism ( sce00630 )"	"glyoxylate and dicarboxylate metabolism ( sce00630 )"	TRUE	"isocitrate[c]  -> glyoxylate[c] + succinate[c]"	TRUE	FALSE
"r_0663"	"isoleucine transaminase"	"s_0180[c] + s_1016[c]  <=> s_0056[c] + s_0991[c]"	"       "	"YJR148W"	"-1000"	"1000"	"0"	"2.6.1.42"	"8798704"	"R02199"	"valine, leucine and isoleucine metabolism"	"valine, leucine, and isoleucine metabolism"	FALSE	"2-oxoglutarate[c] + L-isoleucine[c]  <=> (S)-3-methyl-2-oxopentanoate[c] + L-glutamate[c]"	FALSE	FALSE
"r_0664"	"isoleucine transaminase"	"s_0182[m] + s_1018[m]  <=> s_0060[m] + s_0993[m]"	"       "	"YHR208W"	"-1000"	"1000"	"0"	"2.6.1.42"	"8798704"	"R02199"	"valine, leucine and isoleucine metabolism"	"valine, leucine, and isoleucine metabolism"	FALSE	"2-oxoglutarate[m] + L-isoleucine[m]  <=> (S)-3-methyl-2-oxopentanoate[m] + L-glutamate[m]"	FALSE	FALSE
"r_0665"	"isoleucyl-tRNA synthetase"	"s_0434[c] + s_1016[c] + s_1596[c]  -> s_0423[c] + s_0633[c] + s_0847[c]"	"           "	"YBL076C"	"0"	"1000"	"0"	"6.1.1.5"	"7619074"	"R03656"	"aminoacyl-trna biosynthesis ( sce00970 )"	"aminoacyl-trna biosynthesis ( sce00970 )"	TRUE	"ATP[c] + L-isoleucine[c] + tRNA(Ile), cytoplasmic[c]  -> AMP[c] + diphosphate[c] + Ile-tRNA(Ile)[c]"	TRUE	FALSE
"r_0666"	"isoleucyl-tRNA synthetase"	"s_0437[m] + s_1018[m] + s_1597[m]  -> s_0424[m] + s_0636[m] + s_0848[m]"	"           "	"YPL040C"	"0"	"1000"	"0"	"6.1.1.5"	"7607232"	"R03656"	"aminoacyl-trna biosynthesis ( sce00970 )"	"aminoacyl-trna biosynthesis ( sce00970 )"	TRUE	"ATP[m] + L-isoleucine[m] + tRNA(Ile), mitchondrial[m]  -> AMP[m] + diphosphate[m] + Ile-tRNA(Ile)[m]"	TRUE	FALSE
"r_0667"	"isopentenyl-diphosphate D-isomerase"	"s_0943[c]  <=> s_1376[c]"	"   "	"YPL117C"	"-1000"	"1000"	"0"	"5.3.3.2"	NA	"R01123"	"terpenoid backbone biosynthesis ( sce00900 )"	"terpenoid backbone biosynthesis ( sce00900 )"	TRUE	"isopentenyl diphosphate[c]  <=> prenyl diphosphate(3-)[c]"	TRUE	FALSE
"r_0668"	"itaconate-CoA ligase (ADP-forming)"	"s_0437[m] + s_0532[m] + s_0946[m]  <=> s_0397[m] + s_0949[m] + s_1326[m]"	"           "	"( YGR244C and YOR142W )"	"-1000"	"1000"	"0"	"6.2.1.5"	"9874242"	"R02404"	"c5-branched dibasic acid metabolism ( sce00660 )"	"c5-branched dibasic acid metabolism ( sce00660 )"	TRUE	"ATP[m] + coenzyme A[m] + itaconate[m]  <=> ADP[m] + itaconyl-CoA[m] + phosphate[m]"	TRUE	FALSE
"r_0669"	"ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)"	"s_0039[m] + s_0799[m] + s_1214[m]  -> s_0008[m] + s_1210[m]"	"         "	"YLR355C"	"0"	"1000"	"0"	"1.1.1.86"	"3027658"	NA	"valine, leucine and isoleucine metabolism"	"valine, leucine, and isoleucine metabolism"	FALSE	"(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m]  -> (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]"	FALSE	FALSE
"r_0670"	"kynureninase"	"s_0803[c] + s_1020[c]  -> s_0427[c] + s_0794[c] + s_0955[c]"	"         "	"YLR231C"	"0"	"1000"	"0"	"3.7.1.3"	"12062417"	"R00987"	"tryptophan metabolism ( sce00380 )"	"tryptophan metabolism ( sce00380 )"	TRUE	"H2O[c] + L-kynurenine[c]  -> anthranilate[c] + H+[c] + L-alanine[c]"	TRUE	FALSE
"r_0671"	"kynurenine 3-monooxygenase"	"s_0794[c] + s_1020[c] + s_1212[c] + s_1275[c]  -> s_0222[c] + s_0803[c] + s_1207[c]"	"             "	"YBL098W"	"0"	"1000"	"0"	"1.14.13.9"	"12062417"	"R01960"	"tryptophan metabolism ( sce00380 )"	"tryptophan metabolism ( sce00380 )"	TRUE	"H+[c] + L-kynurenine[c] + NADPH[c] + oxygen[c]  -> 3-hydroxy-L-kynurenine[c] + H2O[c] + NADP(+)[c]"	TRUE	FALSE
"r_0672"	"L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase"	"s_0117[m] + 2 s_0807[m] + s_1200[m]  <=> s_0678[m] + s_0799[m] + s_1205[m]"	"            "	"YHR037W"	"-1000"	"1000"	"0"	"1.2.1.88"	NA	"R04444"	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"1-pyrroline-3-hydroxy-5-carboxylic acid[m] + 2 H2O[m] + NAD[m]  <=> erythro-4-hydroxy-L-glutamic acid[m] + H+[m] + NADH[m]"	TRUE	FALSE
"r_0673"	"L-4-hydroxyglutamate semialdehyde dehydrogenase"	"s_0807[m] + s_0954[m] + s_1200[m]  <=> s_0678[m] + 2 s_0799[m] + s_1205[m]"	"            "	"YHR037W"	"-1000"	"1000"	"0"	"1.2.1.88"	NA	"R05051"	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"H2O[m] + L-4-hydroxyglutamic semialdehyde[m] + NAD[m]  <=> erythro-4-hydroxy-L-glutamic acid[m] + 2 H+[m] + NADH[m]"	TRUE	FALSE
"r_0674"	"L-alanine transaminase"	"s_0182[m] + s_0957[m]  <=> s_0993[m] + s_1401[m]"	"       "	"YLR089C"	"-1000"	"1000"	"0"	"2.6.1.2"	NA	"R00258"	"alanine, aspartate and glutamate metabolism ( sce00250 )"	"alanine, aspartate and glutamate metabolism ( sce00250 )"	TRUE	"2-oxoglutarate[m] + L-alanine[m]  <=> L-glutamate[m] + pyruvate[m]"	TRUE	FALSE
"r_0675"	"L-allo-threonine aldolase"	"s_0958[c]  -> s_0359[c] + s_1003[c]"	"     "	"YEL046C"	"0"	"1000"	"0"	"4.1.2.48"	"9151955"	"R06171"	"glycine, serine and threonine metabolism ( sce00260 )"	"glycine, serine and threonine metabolism ( sce00260 )"	TRUE	"L-allothreonine[c]  -> acetaldehyde[c] + L-glycine[c]"	TRUE	FALSE
"r_0676"	"L-allo-threonine dehydrogenase"	"s_0958[c] + s_1207[c]  <=> s_0794[c] + s_0952[c] + s_1212[c]"	"         "	"YMR226C"	"-1000"	"1000"	"0"	"1.1.1.381"	"12535615"	NA	"glycine, serine and threonine metabolism ( sce00260 )"	"glycine, serine and threonine metabolism ( sce00260 )"	TRUE	"L-allothreonine[c] + NADP(+)[c]  <=> H+[c] + L-2-amino-3-oxobutanoate[c] + NADPH[c]"	TRUE	FALSE
"r_0678"	"L-aminoadipate-semialdehyde dehydrogenase (NADPH)"	"s_0434[c] + s_0794[c] + s_0953[c] + s_1212[c]  -> s_0423[c] + s_0633[c] + s_0959[c] + s_1207[c]"	"               "	"( YBR115C and YGL154C )"	"0"	"1000"	"0"	"1.2.1.31; 1.2.1.95; 2.7.8.7"	"3928261"	NA	"lysine metabolism"	"lysine metabolism"	TRUE	"ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c]  -> AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]"	TRUE	FALSE
"r_0679"	"L-asparaginase"	"s_0803[c] + s_0969[c]  -> s_0419[c] + s_0973[c]"	"       "	"YDR321W"	"0"	"1000"	"0"	"3.5.1.1"	"8026756"	NA	"alanine, aspartate and glutamate metabolism ( sce00250 )"	"alanine, aspartate and glutamate metabolism ( sce00250 )"	TRUE	"H2O[c] + L-asparagine[c]  -> ammonium[c] + L-aspartate[c]"	TRUE	FALSE
"r_0680"	"L-asparaginase"	"s_0805[e] + s_0970[e]  -> s_0420[e] + s_0974[e]"	"       "	"( YLR155C or YLR157C or YLR158C or YLR160C )"	"0"	"1000"	"0"	"3.5.1.1"	"3042786"	NA	"alanine, aspartate and glutamate metabolism ( sce00250 )"	"alanine, aspartate and glutamate metabolism ( sce00250 )"	TRUE	"H2O[e] + L-asparagine[e]  -> ammonium[e] + L-aspartate[e]"	TRUE	FALSE
"r_0681"	"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"	"s_0180[c] + s_0677[c]  -> s_0282[c] + s_0991[c]"	"       "	"YLR027C"	"0"	"1000"	"0"	"2.6.1.1"	NA	NA	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"2-oxoglutarate[c] + erythro-4-hydroxy-L-glutamic acid[c]  -> 4-hydroxy-2-oxoglutarate[c] + L-glutamate[c]"	TRUE	FALSE
"r_0682"	"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"	"s_0182[m] + s_0678[m]  -> s_0283[m] + s_0993[m]"	"       "	"YKL106W"	"0"	"1000"	"0"	"2.6.1.1"	NA	NA	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"2-oxoglutarate[m] + erythro-4-hydroxy-L-glutamic acid[m]  -> 4-hydroxy-2-oxoglutarate[m] + L-glutamate[m]"	TRUE	FALSE
"r_0683"	"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"	"s_0184[p] + s_0679[p]  -> s_0284[p] + s_0995[p]"	"       "	"YLR027C"	"0"	"1000"	"0"	"2.6.1.1"	NA	NA	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"2-oxoglutarate[p] + erythro-4-hydroxy-L-glutamic acid[p]  -> 4-hydroxy-2-oxoglutarate[p] + L-glutamate[p]"	TRUE	FALSE
"r_0687"	"L-hydroxyproline reductase (NADP)"	"s_0116[c] + 2 s_0794[c] + s_1212[c]  -> s_1035[c] + s_1207[c]"	"          "	"YER023W"	"0"	"1000"	"0"	"1.5.1.2"	NA	"R03293"	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"1-pyrroline-3-hydroxy-5-carboxylic acid[c] + 2 H+[c] + NADPH[c]  -> L-proline[c] + NADP(+)[c]"	TRUE	FALSE
"r_0688"	"L-lactaldehyde:NADP+ 1-oxidoreductase"	"s_0794[c] + s_1151[c] + s_1212[c]  -> s_0062[c] + s_1207[c]"	"         "	"( YHR104W or YOL151W )"	"0"	"1000"	"0"	"1.1.1.-; 1.1.1.21; 1.1.1.265; 1.1.1.283"	"12722185"	"R02260"	"pyruvate metabolism ( sce00620 )"	"pyruvate metabolism ( sce00620 )"	TRUE	"H+[c] + methylglyoxal[c] + NADPH[c]  -> (S)-lactaldehyde[c] + NADP(+)[c]"	TRUE	FALSE
"r_0689"	"L-serine deaminase"	"s_1039[c]  -> s_0419[c] + s_1399[c]"	"     "	"YCL064C"	"0"	"1000"	"0"	"4.3.1.17; 4.3.1.19"	"2194168"	NA	"glycine, serine and threonine metabolism ( sce00260 )"	"glycine, serine and threonine metabolism ( sce00260 )"	TRUE	"L-serine[c]  -> ammonium[c] + pyruvate[c]"	TRUE	FALSE
"r_0690"	"L-serine dehydrogenase"	"s_1039[c] + s_1207[c]  -> s_0794[c] + s_0960[c] + s_1212[c]"	"         "	"YMR226C"	"0"	"1000"	"0"	"1.1.1.381"	"12535615"	"R06126"	"glycine, serine and threonine metabolism ( sce00260 )"	"glycine, serine and threonine metabolism ( sce00260 )"	TRUE	"L-serine[c] + NADP(+)[c]  -> H+[c] + L-alpha-formylglycine[c] + NADPH[c]"	TRUE	FALSE
"r_0691"	"L-sorbitol dehydrogenase (L-sorbose-producing)"	"s_0989[c] + s_1198[c]  -> s_0794[c] + s_1043[c] + s_1203[c]"	"         "	"YJR159W"	"0"	"1000"	"0"	"1.1.1.14"	NA	NA	"fructose and mannose metabolism ( sce00051 )"	"fructose and mannose metabolism ( sce00051 )"	TRUE	"L-glucitol[c] + NAD[c]  -> H+[c] + L-sorbose[c] + NADH[c]"	TRUE	FALSE
