met	reaction	formula	MNX_ID	reactant	product	common_met_num
Rh24	1 MNXM27@MNXD1 + 1 MNXM53@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2	1 `Na(+)` + 1 `L-serine` = 1 `Na(+)` + 1 `L-serine`	MNXR104346	1 `Na(+)` + 1 `L-serine` 	 1 `Na(+)` + 1 `L-serine`	2
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`	MNXR104349	1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`	3
Rh24	1 MNXM01@MNXD1 + 2 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM01@MNXD2 + 2 MNXM27@MNXD1 + 1 MNXM53@MNXD1	1 `H(+)` + 2 `Na(+)` + 1 `L-serine` = 1 `H(+)` + 2 `Na(+)` + 1 `L-serine`	MNXR104353	1 `H(+)` + 2 `Na(+)` + 1 `L-serine` 	 1 `H(+)` + 2 `Na(+)` + 1 `L-serine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM58@MNXD2	1 `Na(+)` + 1 `sulfate` = 1 `Na(+)` + 1 `sulfate`	MNXR104464	1 `Na(+)` + 1 `sulfate` 	 1 `Na(+)` + 1 `sulfate`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM58@MNXD2	2 `Na(+)` + 1 `sulfate` = 2 `Na(+)` + 1 `sulfate`	MNXR104467	2 `Na(+)` + 1 `sulfate` 	 2 `Na(+)` + 1 `sulfate`	2
Rh24	3 MNXM27@MNXD1 + 1 MNXM58@MNXD1 = 3 MNXM27@MNXD2 + 1 MNXM58@MNXD2	3 `Na(+)` + 1 `sulfate` = 3 `Na(+)` + 1 `sulfate`	MNXR104468	3 `Na(+)` + 1 `sulfate` 	 3 `Na(+)` + 1 `sulfate`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM357@MNXD1 + 2 MNXM95@MNXD2 = 2 MNXM27@MNXD2 + 1 MNXM357@MNXD2 + 2 MNXM95@MNXD1	2 `Na(+)` + 1 `serotonin` + 2 `K(+)` = 2 `Na(+)` + 1 `serotonin` + 2 `K(+)`	MNXR104537	2 `Na(+)` + 1 `serotonin` + 2 `K(+)` 	 2 `Na(+)` + 1 `serotonin` + 2 `K(+)`	3
Rh24	1 MNXM25@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM25@MNXD2 + 2 MNXM27@MNXD2	1 `succinate` + 2 `Na(+)` = 1 `succinate` + 2 `Na(+)`	MNXR104624	1 `succinate` + 2 `Na(+)` 	 1 `succinate` + 2 `Na(+)`	2
Rh24	1 MNXM25@MNXD1 + 3 MNXM27@MNXD1 = 1 MNXM25@MNXD2 + 3 MNXM27@MNXD2	1 `succinate` + 3 `Na(+)` = 1 `succinate` + 3 `Na(+)`	MNXR104625	1 `succinate` + 3 `Na(+)` 	 1 `succinate` + 3 `Na(+)`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM282@MNXD1 + 1 MNXM43@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM282@MNXD2 + 1 MNXM43@MNXD2	2 `Na(+)` + 1 `taurine` + 1 `chloride` = 2 `Na(+)` + 1 `taurine` + 1 `chloride`	MNXR104729	2 `Na(+)` + 1 `taurine` + 1 `chloride` 	 2 `Na(+)` + 1 `taurine` + 1 `chloride`	3
Rh24	2 MNXM27@MNXD1 + 1 MNXM282@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM282@MNXD2	2 `Na(+)` + 1 `taurine` = 2 `Na(+)` + 1 `taurine`	MNXR104734	2 `Na(+)` + 1 `taurine` 	 2 `Na(+)` + 1 `taurine`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM282@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM282@MNXD2	1 `Na(+)` + 1 `taurine` = 1 `Na(+)` + 1 `taurine`	MNXR104735	1 `Na(+)` + 1 `taurine` 	 1 `Na(+)` + 1 `taurine`	2
Rh24	1 MNXM2288@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM2288@MNXD2 + 2 MNXM27@MNXD2	1 `taurocholate` + 2 `Na(+)` = 1 `taurocholate` + 2 `Na(+)`	MNXR104743	1 `taurocholate` + 2 `Na(+)` 	 1 `taurocholate` + 2 `Na(+)`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM420@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM420@MNXD2	1 `Na(+)` + 1 `thymidine` = 1 `Na(+)` + 1 `thymidine`	MNXR104819	1 `Na(+)` + 1 `thymidine` 	 1 `Na(+)` + 1 `thymidine`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM420@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM420@MNXD2	2 `Na(+)` + 1 `thymidine` = 2 `Na(+)` + 1 `thymidine`	MNXR104820	2 `Na(+)` + 1 `thymidine` 	 2 `Na(+)` + 1 `thymidine`	2
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`	MNXR104835	1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD2	1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)`	MNXR104836	1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)` 	 1 `L-threonine` + 1 `L-asparagine` + 1 `Na(+)`	3
Rh24	1 MNXM142@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM142@MNXD2 + 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2	1 `L-threonine` + 2 `Na(+)` + 1 `chloride` = 1 `L-threonine` + 2 `Na(+)` + 1 `chloride`	MNXR104837	1 `L-threonine` + 2 `Na(+)` + 1 `chloride` 	 1 `L-threonine` + 2 `Na(+)` + 1 `chloride`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine`	MNXR104838	1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-cysteine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine`	MNXR104839	1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-glutamine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2	1 `L-threonine` + 1 `Na(+)` = 1 `L-threonine` + 1 `Na(+)`	MNXR104842	1 `L-threonine` + 1 `Na(+)` 	 1 `L-threonine` + 1 `Na(+)`	2
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`	MNXR104847	1 `L-threonine` + 1 `Na(+)` + 1 `L-serine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-serine`	3
Rh24	2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM94@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM94@MNXD2	2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan` = 2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan`	MNXR104942	2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan` 	 2 `Na(+)` + 1 `chloride` + 1 `L-tryptophan`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM94@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM94@MNXD2	1 `Na(+)` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-tryptophan`	MNXR104951	1 `Na(+)` + 1 `L-tryptophan` 	 1 `Na(+)` + 1 `L-tryptophan`	2
Rh24	3 MNXM27@MNXD1 + 1 MNXM323@MNXD1 = 3 MNXM27@MNXD2 + 1 MNXM323@MNXD2	3 `Na(+)` + 1 `thiosulfate` = 3 `Na(+)` + 1 `thiosulfate`	MNXR104967	3 `Na(+)` + 1 `thiosulfate` 	 3 `Na(+)` + 1 `thiosulfate`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM76@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM76@MNXD2	2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine` = 2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine`	MNXR104989	2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine` 	 2 `Na(+)` + 1 `chloride` + 1 `L-tyrosine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM76@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM76@MNXD2	1 `Na(+)` + 1 `L-tyrosine` = 1 `Na(+)` + 1 `L-tyrosine`	MNXR105004	1 `Na(+)` + 1 `L-tyrosine` 	 1 `Na(+)` + 1 `L-tyrosine`	2
Rh24	1 MNXM117@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM117@MNXD2 + 1 MNXM27@MNXD2	1 `urea` + 1 `Na(+)` = 1 `urea` + 1 `Na(+)`	MNXR105157	1 `urea` + 1 `Na(+)` 	 1 `urea` + 1 `Na(+)`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM288@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM288@MNXD2	1 `Na(+)` + 1 `uridine` = 1 `Na(+)` + 1 `uridine`	MNXR105167	1 `Na(+)` + 1 `uridine` 	 1 `Na(+)` + 1 `uridine`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM288@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM288@MNXD2	2 `Na(+)` + 1 `uridine` = 2 `Na(+)` + 1 `uridine`	MNXR105168	2 `Na(+)` + 1 `uridine` 	 2 `Na(+)` + 1 `uridine`	2
Rh24	1 MNXM199@MNXD1 + 2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 = 1 MNXM199@MNXD2 + 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2	1 `L-valine` + 2 `Na(+)` + 1 `chloride` = 1 `L-valine` + 2 `Na(+)` + 1 `chloride`	MNXR105182	1 `L-valine` + 2 `Na(+)` + 1 `chloride` 	 1 `L-valine` + 2 `Na(+)` + 1 `chloride`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2	1 `L-valine` + 1 `Na(+)` = 1 `L-valine` + 1 `Na(+)`	MNXR105189	1 `L-valine` + 1 `Na(+)` 	 1 `L-valine` + 1 `Na(+)`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM534@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM534@MNXD2	1 `Na(+)` + 1 `bilirubin` = 1 `Na(+)` + 1 `bilirubin`	MNXR105407	1 `Na(+)` + 1 `bilirubin` 	 1 `Na(+)` + 1 `bilirubin`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM625@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM625@MNXD2	1 `Na(+)` + 1 `2'-deoxyadenosine` = 1 `Na(+)` + 1 `2'-deoxyadenosine`	MNXR105433	1 `Na(+)` + 1 `2'-deoxyadenosine` 	 1 `Na(+)` + 1 `2'-deoxyadenosine`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM704@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM704@MNXD2	1 `Na(+)` + 1 `2'-deoxycytidine` = 1 `Na(+)` + 1 `2'-deoxycytidine`	MNXR105434	1 `Na(+)` + 1 `2'-deoxycytidine` 	 1 `Na(+)` + 1 `2'-deoxycytidine`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM647@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM647@MNXD2	1 `Na(+)` + 1 `2'-deoxyguanosine` = 1 `Na(+)` + 1 `2'-deoxyguanosine`	MNXR105435	1 `Na(+)` + 1 `2'-deoxyguanosine` 	 1 `Na(+)` + 1 `2'-deoxyguanosine`	2
Rh24	1 MNXM1183@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM1183@MNXD2 + 2 MNXM27@MNXD2	1 `chenodeoxycholate` + 2 `Na(+)` = 1 `chenodeoxycholate` + 2 `Na(+)`	MNXR105478	1 `chenodeoxycholate` + 2 `Na(+)` 	 1 `chenodeoxycholate` + 2 `Na(+)`	2
Rh24	1 MNXM1779@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM1779@MNXD2 + 2 MNXM27@MNXD2	1 `taurochenodeoxycholate` + 2 `Na(+)` = 1 `taurochenodeoxycholate` + 2 `Na(+)`	MNXR105479	1 `taurochenodeoxycholate` + 2 `Na(+)` 	 1 `taurochenodeoxycholate` + 2 `Na(+)`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM8391@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM8391@MNXD2	2 `Na(+)` + 1 `Dgchol` = 2 `Na(+)` + 1 `Dgchol`	MNXR105480	2 `Na(+)` + 1 `Dgchol` 	 2 `Na(+)` + 1 `Dgchol`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM2868@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM2868@MNXD2	2 `Na(+)` + 1 `taurolithocholate` = 2 `Na(+)` + 1 `taurolithocholate`	MNXR105481	2 `Na(+)` + 1 `taurolithocholate` 	 2 `Na(+)` + 1 `taurolithocholate`	2
Rh24	2 MNXM27@MNXD1 + 1 MNXM4602@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM4602@MNXD2	2 `Na(+)` + 1 `glycolithocholate` = 2 `Na(+)` + 1 `glycolithocholate`	MNXR105482	2 `Na(+)` + 1 `glycolithocholate` 	 2 `Na(+)` + 1 `glycolithocholate`	2
Rh24	1 MNXM162420@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM162420@MNXD2 + 2 MNXM27@MNXD2	1 `tauroursodeoxycholate` + 2 `Na(+)` = 1 `tauroursodeoxycholate` + 2 `Na(+)`	MNXR105483	1 `tauroursodeoxycholate` + 2 `Na(+)` 	 1 `tauroursodeoxycholate` + 2 `Na(+)`	2
Rh24	1 MNXM162410@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM162410@MNXD2 + 2 MNXM27@MNXD2	1 `Glycoursodeoxycholate` + 2 `Na(+)` = 1 `Glycoursodeoxycholate` + 2 `Na(+)`	MNXR105484	1 `Glycoursodeoxycholate` + 2 `Na(+)` 	 1 `Glycoursodeoxycholate` + 2 `Na(+)`	2
Rh24	1 MNXM163000@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM163000@MNXD2 + 2 MNXM27@MNXD2	1 `Sulfochenodeoxycholate` + 2 `Na(+)` = 1 `Sulfochenodeoxycholate` + 2 `Na(+)`	MNXR105485	1 `Sulfochenodeoxycholate` + 2 `Na(+)` 	 1 `Sulfochenodeoxycholate` + 2 `Na(+)`	2
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM32@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-alanine` = 1 `Na(+)` + 1 `glycine` + 1 `L-alanine`	MNXR105614	1 `Na(+)` + 1 `glycine` + 1 `L-alanine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-alanine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM37@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-glutamine` = 1 `Na(+)` + 1 `glycine` + 1 `L-glutamine`	MNXR105615	1 `Na(+)` + 1 `glycine` + 1 `L-glutamine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-glutamine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM53@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-serine` = 1 `Na(+)` + 1 `glycine` + 1 `L-serine`	MNXR105616	1 `Na(+)` + 1 `glycine` + 1 `L-serine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-serine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM61@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-methionine` = 1 `Na(+)` + 1 `glycine` + 1 `L-methionine`	MNXR105617	1 `Na(+)` + 1 `glycine` + 1 `L-methionine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-methionine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM94@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `glycine` + 1 `L-tryptophan`	MNXR105618	1 `Na(+)` + 1 `glycine` + 1 `L-tryptophan` 	 1 `Na(+)` + 1 `glycine` + 1 `L-tryptophan`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM97@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-phenylalanine` = 1 `Na(+)` + 1 `glycine` + 1 `L-phenylalanine`	MNXR105619	1 `Na(+)` + 1 `glycine` + 1 `L-phenylalanine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-phenylalanine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM76@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-tyrosine` = 1 `Na(+)` + 1 `glycine` + 1 `L-tyrosine`	MNXR105620	1 `Na(+)` + 1 `glycine` + 1 `L-tyrosine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-tyrosine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM55@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-cysteine` = 1 `Na(+)` + 1 `glycine` + 1 `L-cysteine`	MNXR105621	1 `Na(+)` + 1 `glycine` + 1 `L-cysteine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-cysteine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-leucine` + 1 `Na(+)` + 1 `glycine` = 1 `L-leucine` + 1 `Na(+)` + 1 `glycine`	MNXR105622	1 `L-leucine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-leucine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `glycine` = 1 `L-proline` + 1 `Na(+)` + 1 `glycine`	MNXR105623	1 `L-proline` + 1 `Na(+)` + 1 `glycine` 	 1 `L-proline` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`	MNXR105624	1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `glycine` = 1 `L-valine` + 1 `Na(+)` + 1 `glycine`	MNXR105625	1 `L-valine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-valine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `glycine` = 1 `L-threonine` + 1 `Na(+)` + 1 `glycine`	MNXR105626	1 `L-threonine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM353@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-homoserine` = 1 `Na(+)` + 1 `glycine` + 1 `L-homoserine`	MNXR105627	1 `Na(+)` + 1 `glycine` + 1 `L-homoserine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-homoserine`	3
Rh24	1 MNXM231@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-isoleucine` + 1 `Na(+)` + 1 `glycine` = 1 `L-isoleucine` + 1 `Na(+)` + 1 `glycine`	MNXR105628	1 `L-isoleucine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-isoleucine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 + 1 MNXM32@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1 + 1 MNXM32@MNXD2	1 `Na(+)` + 1 `glycine` + 1 `L-alanine` = 1 `Na(+)` + 1 `glycine` + 1 `L-alanine`	MNXR105629	1 `Na(+)` + 1 `glycine` + 1 `L-alanine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-alanine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM61@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-methionine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-methionine`	MNXR105630	1 `Na(+)` + 1 `L-alanine` + 1 `L-methionine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-methionine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM94@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-tryptophan`	MNXR105631	1 `Na(+)` + 1 `L-alanine` + 1 `L-tryptophan` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-tryptophan`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM97@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-phenylalanine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-phenylalanine`	MNXR105632	1 `Na(+)` + 1 `L-alanine` + 1 `L-phenylalanine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-phenylalanine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM76@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-tyrosine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-tyrosine`	MNXR105633	1 `Na(+)` + 1 `L-alanine` + 1 `L-tyrosine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-tyrosine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1	1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine`	MNXR105634	1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`	MNXR105635	1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`	MNXR105636	1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM353@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine`	MNXR105637	1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine`	3
